,CDM,Description,REVENUE,HCPCS,CPT,Price,Hospital,Year
331,40591646,"Set, Butterfly",270,,,45.0,College Medical Center,2019
332,40591680,"CABLE, BIPOLAR",270,,,24.0,College Medical Center,2019
333,40591729,"INTRODUCER, PERCUTANEOUS P-APART",270,,,384.0,College Medical Center,2019
334,40591836,CATHETER FOLEY 16X5CC,270,,,153.0,College Medical Center,2019
335,40591836,"CATHETER FOLEY LATEX,26FR,5CC",270,,,153.0,College Medical Center,2019
336,40591836,CATHETER URETERAL WHISTLE TIP,270,,,153.0,College Medical Center,2019
337,40591836,"CATHETER, OPEN TIP URETHERAL 5FR.",270,,,153.0,College Medical Center,2019
338,40591836,"CATHETER, URETERAL CONE TIP 8FR.",270,,,153.0,College Medical Center,2019
339,40591836,"Catheter, Foley, 12 fr, 5 cc, 2-way",270,,,153.0,College Medical Center,2019
340,40591836,URETHERAL CATHETER WHISTLE TIP 036104,270,,,153.0,College Medical Center,2019
341,40591836,URETHERAL CATHETER WHISTLE TIP 036105,270,,,153.0,College Medical Center,2019
342,40591836,URETHERAL CATHETER WHISTLE TIP 036106,270,,,153.0,College Medical Center,2019
343,40592230,CATH VAS-CATH/SHILEY,270,,,908.0,College Medical Center,2019
344,40592362,"CATHETER, SUCTION 10FR",270,,,45.0,College Medical Center,2019
345,40592362,"CATHETER, SUCTION 14FR",270,,,45.0,College Medical Center,2019
346,40592362,"Catheter, Suction, 10 fr",270,,,45.0,College Medical Center,2019
347,40592362,"Catheter, Suction, 14 fr",270,,,45.0,College Medical Center,2019
348,40592362,RT - Ballard Suction,270,,,45.0,College Medical Center,2019
349,40592362,RT - Closed Sys Suction Cath,270,,,45.0,College Medical Center,2019
350,40592362,Suction Catheter,270,,,45.0,College Medical Center,2019
351,40592420,"CATHETER, SUCTION KIT 10FR",270,,,88.0,College Medical Center,2019
352,40592420,"KIT, CATHETER SUCTION 14FR",270,,,88.0,College Medical Center,2019
353,40592495,"Catheter, Intrans",270,,,371.0,College Medical Center,2019
354,40592510,"ADHESIVE, TOPICAL SKIN",270,,,186.0,College Medical Center,2019
355,40592602,"Collar, Cervical, Universal, Omni",270,,,167.0,College Medical Center,2019
356,40592605,"Detector, CO2",270,,,88.0,College Medical Center,2019
357,40592610,"PACK, INSTANT COLD NON-REUSEABLE",270,,,59.0,College Medical Center,2019
358,40592610,"Pack, Cold",270,,,59.0,College Medical Center,2019
359,40592628,"SPLINT, CLAVICLE SMALL",270,,,184.0,College Medical Center,2019
360,40592636,LATEX FREE FOLEY CATHETER TRAY 16FR,270,,,295.0,College Medical Center,2019
361,40592636,TRAY FOLEY CATH 16-18,270,,,295.0,College Medical Center,2019
362,40592636,Tray Foley,270,,,295.0,College Medical Center,2019
363,40592636,Tray Foley Catheter 16-18,270,,,295.0,College Medical Center,2019
364,40592644,"Splint, Colles, Large, Left",270,,,147.0,College Medical Center,2019
365,40592644,"Splint, Colles, Medium, Left",270,,,147.0,College Medical Center,2019
366,40592644,"Splint, Colles, Small, Left",270,,,147.0,College Medical Center,2019
367,40592646,STERILE CUPS,270,,,51.0,College Medical Center,2019
368,40592685,"Kit, Enema",270,,,45.0,College Medical Center,2019
369,40592693,"COLLAR, PHILADELPHIA CERVICAL LARGE",270,,,472.0,College Medical Center,2019
370,40592693,"COLLAR, PHILADELPHIA CERVICAL MEDIUM",270,,,472.0,College Medical Center,2019
371,40592693,"COLLAR, PHILADELPHIA CERVICAL SMALL",270,,,472.0,College Medical Center,2019
372,40592727,"Crutch, Aluminum, Medium, Omni",270,,,334.0,College Medical Center,2019
373,40592727,"Crutch, Aluminum, Small, Omni",270,,,334.0,College Medical Center,2019
374,40592727,"Crutch, Aluminum, Tall, Omni",270,,,334.0,College Medical Center,2019
375,40592727,Crutches,270,,,334.0,College Medical Center,2019
376,40592758,"CATHETER, THORACIC STRAIGHT 32 FR",270,,,175.0,College Medical Center,2019
377,40592758,"CATHETER, THORACIC TROCAR 20FR",270,,,175.0,College Medical Center,2019
378,40592784,"Cushion Ring, Inflatable",270,,,45.0,College Medical Center,2019
379,40592826,"IMMOBILIZER, KNEE 20""",270,,,714.0,College Medical Center,2019
380,40592826,"Splint, Knee, 20"", Omni",270,,,714.0,College Medical Center,2019
381,40592826,"Splint, Knee, 24"", Omni",270,,,714.0,College Medical Center,2019
382,40592842,"BAG, URINARY LEG",270,,,59.0,College Medical Center,2019
383,40592859,"PAD, DEFIBRILLATOR ADULT",270,,,194.0,College Medical Center,2019
384,40592875,"Connector, ""T"" Type",270,,,59.0,College Medical Center,2019
385,40592909,"Trap, Suction Mucous",270,,,45.0,College Medical Center,2019
386,40592960,"Electrode, Neopeds Monitoring",270,,,26.0,College Medical Center,2019
387,40592966,"Enema, Fleet Mineral Oil",270,,,45.0,College Medical Center,2019
388,40593022,Enema,270,,,45.0,College Medical Center,2019
389,40593105,3.5 UNCUFFED ENDOTRACHEAL TUBE,270,,,153.0,College Medical Center,2019
390,40593105,ENDOTRACH TUBE PRE-FORMED 80MM,270,,,153.0,College Medical Center,2019
391,40593105,ENDOTRACHEAL TUBE CLR MURPHY CUFFED 5.5MM,270,,,153.0,College Medical Center,2019
392,40593105,ENDOTRACHEAL TUBE CUFFED 8.5,270,,,153.0,College Medical Center,2019
393,40593105,ENDOTRACHEAL TUBE UNCUFFED 4.5MM,270,,,153.0,College Medical Center,2019
394,40593113,"Holder, Endotrach Tube",270,,,59.0,College Medical Center,2019
395,40593113,"Holder, Trach Tube",270,,,59.0,College Medical Center,2019
396,40593121,"CATHETER, BRONCHO LEFT 35FR.",270,,,536.0,College Medical Center,2019
397,40593121,"CATHETER, BRONCHO LEFT 37FR.",270,,,536.0,College Medical Center,2019
398,40593121,"CATHETER, BRONCHO LEFT 39FR.",270,,,536.0,College Medical Center,2019
399,40593139,"TUBE, ENDOTRACHEAL CUFFED 6.0",270,,,298.0,College Medical Center,2019
400,40593139,"Tube, Endotracheal, NCC Lopro Mag, 7.5 mm",270,,,298.0,College Medical Center,2019
401,40593139,"Tube, Endotracheal, Uncuffed, 2.5",270,,,298.0,College Medical Center,2019
402,40593147,"Pad, Eye",270,,,45.0,College Medical Center,2019
403,40593162,"Press Patch, Eye",270,,,59.0,College Medical Center,2019
404,40593170,"ADAPTOR, TRACH TUBE",270,,,210.0,College Medical Center,2019
405,40593261,"SPONGE, GAUZE MEDIUM STERILE",270,,,70.0,College Medical Center,2019
406,40593261,"Sponge, Gauze, Medium",270,,,70.0,College Medical Center,2019
407,40593352,FRAZIER SUCTION 10FR,270,,,99.0,College Medical Center,2019
408,40593352,FRAZIER SUCTION 12FR,270,,,99.0,College Medical Center,2019
409,40593394,GLIDE WIRE .038 X 150 ANGLED TIP,270,,,255.0,College Medical Center,2019
410,40593428,Breast Pump,270,,,280.0,College Medical Center,2019
411,40593444,"PROTECTOR, HEEL & ELBOW",270,,,96.0,College Medical Center,2019
412,40593519,"HEMACOIL, FLUID WARMING",270,,,116.0,College Medical Center,2019
413,40593543,"Humidifiers, 340 ml",270,,,63.0,College Medical Center,2019
414,40593634,"Set, Irrigation Two Line",270,,,87.0,College Medical Center,2019
415,40593658,"SET, IV ADMINISTRATION 60ML",270,,,88.0,College Medical Center,2019
416,40593659,"SET, BURETTE",270,,,155.0,College Medical Center,2019
417,40593659,"Set, Primary, IV",270,,,155.0,College Medical Center,2019
418,40593661,"Set, tubing STD Flow (ranger)",270,,,270.0,College Medical Center,2019
419,40593667,"KIT, PRESSURE MONITORING W/ SINGLE TRANSDUCER",270,,,253.0,College Medical Center,2019
420,40593668,Fecal Maintenance System,270,,,464.0,College Medical Center,2019
421,40593669,Fecal Maintenance Bag,270,,,138.0,College Medical Center,2019
422,40593683,"BANDAGE, 2"" STRETCH-STERILE",270,,,61.0,College Medical Center,2019
423,40593683,"BANDAGE, 3"" STRETCH-STERILE",270,,,61.0,College Medical Center,2019
424,40593683,"BANDAGE, 4"" STRETCH-STERILE",270,,,61.0,College Medical Center,2019
425,40593683,"BANDAGE, 6"" STRETCH-STERILE",270,,,61.0,College Medical Center,2019
426,40593683,"Bandage, Stretch Sterile, 2""",270,,,61.0,College Medical Center,2019
427,40593683,"Bandage, Stretch Sterile, 3""",270,,,61.0,College Medical Center,2019
428,40593683,"Bandage, Stretch Sterile, 4""",270,,,61.0,College Medical Center,2019
429,40593683,"Bandage, Stretch Sterile, 6""",270,,,61.0,College Medical Center,2019
430,40593689,"Kit, Blood Gas",270,,,68.0,College Medical Center,2019
431,40593690,"KIT, SHOULDER SUSPENSION",270,,,218.0,College Medical Center,2019
432,40593690,"Kit, Shoulder Suspension",270,,,218.0,College Medical Center,2019
433,40593694,"KIT, JACKSON TABLE",270,,,218.0,College Medical Center,2019
434,40593694,"Kit, Jackson Table",270,,,218.0,College Medical Center,2019
435,40593709,"Restraint, Wrist",270,,,77.0,College Medical Center,2019
436,40593716,Wound Irrigation Dome w/Syringe,270,,,24.0,College Medical Center,2019
437,40593717,"Adapter, Spike IV",270,,,45.0,College Medical Center,2019
438,40593718,"Lock, Saline",270,,,45.0,College Medical Center,2019
439,40593733,Aerosol mask,270,,,31.0,College Medical Center,2019
440,40593733,"MASK, ANESTHESIA",270,,,45.0,College Medical Center,2019
441,40593733,"MASK, ANESTHESIA CHILD SMALL",270,,,45.0,College Medical Center,2019
442,40593733,"Mask, Oxygen",270,,,45.0,College Medical Center,2019
443,40593733,"Mask, Oxygen, Non-Rebreathing",270,,,45.0,College Medical Center,2019
444,40593733,"Mask, Venti",270,,,45.0,College Medical Center,2019
445,40593758,"Pad, Air Flow",270,,,45.0,College Medical Center,2019
446,40593833,JAMSHIDI KIT 11 GAUGE X 4 INCH,270,,,259.0,College Medical Center,2019
447,40593833,"JAMSHIDI KIT, 8G X 16""",270,,,259.0,College Medical Center,2019
448,40593840,Oral Suction System Complete Care,270,,,70.0,College Medical Center,2019
449,40593841,CHLOROPREP,270,,,13.0,College Medical Center,2019
450,40593841,ChloraPrep,270,,,13.0,College Medical Center,2019
451,40593841,"ChloraPrep, Applicator, 3 ml",270,,,13.0,College Medical Center,2019
452,40593873,Connector Anti Needle Stick,270,,,45.0,College Medical Center,2019
453,40593873,Plug Luerlok Male/Female,270,,,45.0,College Medical Center,2019
454,40593908,"SCALPEL, STERILE #11",270,,,9.0,College Medical Center,2019
455,40593908,"SCALPEL, STERILE #15",270,,,9.0,College Medical Center,2019
456,40593908,"Scalpel, Sterile, #11",270,,,9.0,College Medical Center,2019
457,40593908,"Scalpel, Sterile, #15",270,,,9.0,College Medical Center,2019
458,40593910,NEEDLE SPINAL 20 3 1/2,270,,,96.0,College Medical Center,2019
459,40593910,NEEDLE SPINAL WHITACRE 22G X 3 1/2,270,,,96.0,College Medical Center,2019
460,40593910,"NEEDLE, SPINAL  18 3 1/2",270,,,96.0,College Medical Center,2019
461,40593910,"NEEDLE, SPINAL  22 3 1/2",270,,,96.0,College Medical Center,2019
462,40593910,"NEEDLE, SPINAL 25 3 1/2",270,,,96.0,College Medical Center,2019
463,40593910,"NEEDLE, SPINAL QUINCKE 22G X 3 1/2""",270,,,96.0,College Medical Center,2019
464,40593910,"NEEDLE, SPINAL QUINCKE 22G X 5""",270,,,96.0,College Medical Center,2019
465,40593910,"NEEDLE, SPINAL QUINCKE 22G X 6"" (NERVE ROOT BLOCK",270,,,96.0,College Medical Center,2019
466,40593910,"NEEDLE, SPINAL QUINCKE 25G X 3 1/2""",270,,,96.0,College Medical Center,2019
467,40593910,"NEEDLE, SPINAL SHORT BEVEL 22G X 8"" (NERVE ROOT BL",270,,,96.0,College Medical Center,2019
468,40593910,"NEEDLE, SPINAL SHORT BEVEL 25G X 2 1/2""",270,,,96.0,College Medical Center,2019
469,40593910,"NEEDLE, SPINAL TOUHY 20G X 6""",270,,,96.0,College Medical Center,2019
470,40593910,"NEEDLE, SPINAL WHITACRE 25G X 3 1/2""",270,,,96.0,College Medical Center,2019
471,40593910,"NEEDLE, TUOHY EPIDURAL 17G X 6",270,,,96.0,College Medical Center,2019
472,40593910,"Needle, Spinal, 18",270,,,96.0,College Medical Center,2019
473,40593910,"SPINALNEEDLE BD #405133 24G 3 1/2""",270,,,96.0,College Medical Center,2019
474,40593910,WHITACRE SPINAL NEEDLE 25G 4 11/16,270,,,96.0,College Medical Center,2019
475,40593923,"PACKING STRIP, 1""",270,,,176.0,College Medical Center,2019
476,40593923,"PACKING STRIP, 1/2""",270,,,176.0,College Medical Center,2019
477,40593923,"PACKING STRIP, 1/4""",270,,,176.0,College Medical Center,2019
478,40593923,"PACKING STRIP, IODOFORM 2""",270,,,176.0,College Medical Center,2019
479,40593923,"PACKING STRIP, PLAIN 1""",270,,,176.0,College Medical Center,2019
480,40593923,"PACKING STRIP, PLAIN 1/2""",270,,,176.0,College Medical Center,2019
481,40593923,"PACKING STRIP, PLAIN 1/4""",270,,,176.0,College Medical Center,2019
482,40593923,"PACKING STRIP, PLAIN 2""",270,,,176.0,College Medical Center,2019
483,40593923,"Packing Strip, Plain, 1""",270,,,176.0,College Medical Center,2019
484,40593923,"Packing Strip, Plain, 1/2""",270,,,176.0,College Medical Center,2019
485,40593923,"Packing Strip, Plain, 1/4""",270,,,176.0,College Medical Center,2019
486,40593980,"Tube, Feeding, Nasogastric",270,,,141.0,College Medical Center,2019
487,40594053,"Set, Pneumothorax",270,,,542.0,College Medical Center,2019
488,40594061,"Restraint, Vest, Large",270,,,138.0,College Medical Center,2019
489,40594061,"Restraint, Vest, Medium",270,,,138.0,College Medical Center,2019
490,40594066,"Kit,  PICC/CVC",270,,,23.0,College Medical Center,2019
491,40594095,"Tubing, Pressure",270,,,45.0,College Medical Center,2019
492,40594160,"CAST PADDING 3"" (WEBRIL)",270,,,45.0,College Medical Center,2019
493,40594160,"CAST PADDING 4"" (WEBRIL)",270,,,45.0,College Medical Center,2019
494,40594160,"CAST PADDING 6"" (WEBRIL)",270,,,45.0,College Medical Center,2019
495,40594160,"CAST PADDING, STERILE 4""",270,,,45.0,College Medical Center,2019
496,40594160,"CAST PADDING, STERILE 6""",270,,,45.0,College Medical Center,2019
497,40594210,"Splint, Finger, Baseball, Size 4",270,,,122.0,College Medical Center,2019
498,40594210,"Splint, Stax, Large",270,,,122.0,College Medical Center,2019
499,40594210,"Splint, Stax, Medium",270,,,122.0,College Medical Center,2019
500,40594210,"Wrap, Wrist/Thumb, Universal",270,,,122.0,College Medical Center,2019
501,40594277,BLAKE SILICONE DRAIN 19FR,270,,,246.0,College Medical Center,2019
502,40594285,"Post-Op Shoe, Female, Velcro, Large",270,,,210.0,College Medical Center,2019
503,40594285,"Post-Op Shoe, Male, Velcro, Large",270,,,210.0,College Medical Center,2019
504,40594319,"Canister, Suction",270,,,59.0,College Medical Center,2019
505,40594400,Sitz Bath Portable,270,,,80.0,College Medical Center,2019
506,40594585,"Set, Cardiac Output",270,,,160.0,College Medical Center,2019
507,40594608,"BANDAGE, PRE PACK (KERLIX)",270,,,45.0,College Medical Center,2019
508,40594608,"Bandage, Kerlix",270,,,45.0,College Medical Center,2019
509,40594616,"STERI STRIP 1"" X 5""",270,,,88.0,College Medical Center,2019
510,40594616,"STERI STRIP 1/2"" X 4""",270,,,88.0,College Medical Center,2019
511,40594616,"STERI STRIP 1/4"" X 3""",270,,,88.0,College Medical Center,2019
512,40594616,"Steri-Strip, 1/2"" x 4""",270,,,88.0,College Medical Center,2019
513,40594616,"Steri-Strip, 1/4"" x 3""",270,,,88.0,College Medical Center,2019
514,40594640,"STOPCOCK, FLO 3-WAY M LUER WITH PORT CVR",270,,,45.0,College Medical Center,2019
515,40594657,"STOPCOCK, 3-WAY MLL",270,,,53.0,College Medical Center,2019
516,40594657,"Stopcock, Discofix, 3-way, MLS",270,,,53.0,College Medical Center,2019
517,40594657,URETERAL CATHETER ADAPTER,270,,,53.0,College Medical Center,2019
518,40594897,"SPONGE, GAUZE 4"" X 4"" STERILE",270,,,10.0,College Medical Center,2019
519,40594897,"Sponge, Gauze, 4"" x 4""",270,,,10.0,College Medical Center,2019
520,40594913,Bite Stick Seizure,270,,,45.0,College Medical Center,2019
521,40594921,"Field Sterile Barrier, 16"" x 29""",270,,,45.0,College Medical Center,2019
522,40594947,"Stocking, Knee, Large, Long",270,,,59.0,College Medical Center,2019
523,40594947,"Stocking, Knee, Large, Regular",270,,,59.0,College Medical Center,2019
524,40595001,"Stocking, Thigh w/Belt, XLarge, Long",270,,,295.0,College Medical Center,2019
525,40595001,TEDs Stocking Thigh,270,,,295.0,College Medical Center,2019
526,40595019,"REMOVER, SKIN STAPLE",270,,,72.0,College Medical Center,2019
527,40595037,"Strainer, Urine",270,,,14.0,College Medical Center,2019
528,40595043,"Drape, Sterile, U-Drape",270,,,201.0,College Medical Center,2019
529,40595048,INTUBATION STYLET 14FR,270,,,32.0,College Medical Center,2019
530,40595068,"BINDER, ABDOMINAL  9"" 3PANEL 46""-62""",270,,,270.0,College Medical Center,2019
531,40595068,"Binder, Abdominal, 12"", 4-Panel, 62"" - 74""",270,,,270.0,College Medical Center,2019
532,40595068,"Binder, Abdominal, 12"", 4-Panel, 72"" - 84""",270,,,270.0,College Medical Center,2019
533,40595068,"Binder, Abdominal, 9"", 3-Panel, 30"" - 45""",270,,,270.0,College Medical Center,2019
534,40595084,ENDOLOOP COATED VICRYL 0 18,270,,,138.0,College Medical Center,2019
535,40595084,"SUTURE CHROMIC 0 CT-1 36""",270,,,138.0,College Medical Center,2019
536,40595084,SUTURE CTD VICRYL 5-0 UND BR PS-2,270,,,138.0,College Medical Center,2019
537,40595084,SUTURE ETHIBOND 0,270,,,138.0,College Medical Center,2019
538,40595084,"SUTURE ETHILON 2 LR 30""",270,,,138.0,College Medical Center,2019
539,40595084,SUTURE MERCILENE RS2010,270,,,138.0,College Medical Center,2019
540,40595084,SUTURE MONOCRYL 2-0 CT-2,270,,,138.0,College Medical Center,2019
541,40595084,SUTURE PLAIN 0 LIGAPACK REEL,270,,,138.0,College Medical Center,2019
542,40595084,SUTURE POLYDEK 2 KHC-5,270,,,138.0,College Medical Center,2019
543,40595084,SUTURE PROLENE 0 CT-1,270,,,138.0,College Medical Center,2019
544,40595084,SUTURE QUILL MONODERM-DIAMOND POINT 2 30CM X 30CM,270,,,138.0,College Medical Center,2019
545,40595084,"SUTURE SILK 0 30""",270,,,138.0,College Medical Center,2019
546,40595084,"SUTURE VICRYL 0 54""",270,,,138.0,College Medical Center,2019
547,40595084,"SUTURE VICRYL 1 PLUS CP-1 27""",270,,,138.0,College Medical Center,2019
548,40595159,"TUBE, SALEM SUMP 14FR",270,,,53.0,College Medical Center,2019
549,40595159,"TUBE, SALEM SUMP 16FR",270,,,53.0,College Medical Center,2019
550,40595159,"TUBE, SALEM SUMP 18FR",270,,,53.0,College Medical Center,2019
551,40595597,SHILEY TRACH TUBE SIZE 4,270,,,536.0,College Medical Center,2019
552,40595597,SHILEY TRACHEOSOFT XLT PROXIMAL CUFFED EXTENSION,270,,,536.0,College Medical Center,2019
553,40595597,"TUBE, TRACH CANNULA 9",270,,,536.0,College Medical Center,2019
554,40595597,"TUBE, TRACH CUFFED 10.0",270,,,536.0,College Medical Center,2019
555,40595597,"TUBE, TRACH CUFFED 6.0",270,,,536.0,College Medical Center,2019
556,40595597,"TUBE, TRACH CUFFED 8.0",270,,,536.0,College Medical Center,2019
557,40595597,"TUBE, TRACH FEN UNCUFFED 6.0",270,,,536.0,College Medical Center,2019
558,40595597,"TUBE, TRACH FEN UNCUFFED 8.0",270,,,536.0,College Medical Center,2019
559,40595663,TINCTURE BENZOIN AMPULE,270,,,51.0,College Medical Center,2019
560,40595787,"Tray, Urethral Catheter, Red Rubber, 14 fr",270,,,186.0,College Medical Center,2019
561,40595829,"Tray, PICC & CVC Dressing",270,,,80.0,College Medical Center,2019
562,40595840,"TRAY, EPIDURAL",270,,,387.0,College Medical Center,2019
563,40595845,"Tray, Irrigation",270,,,45.0,College Medical Center,2019
564,40595902,"Tray, Lumbar, Puncture, Adult",270,,,255.0,College Medical Center,2019
565,40595910,"Tray, Lumbar, Puncture, 22 fr x 1 1/2""",270,,,138.0,College Medical Center,2019
566,40595910,"Tray, Lumbar, Puncture, Pediatric",270,,,138.0,College Medical Center,2019
567,40596000,"SET, EXTENSION 9""",270,,,45.0,College Medical Center,2019
568,40596001,Y-Connector,270,,,45.0,College Medical Center,2019
