,Charge Code (CDM/EAP),Description,Total Price ,CPT/HCPC,Hospital,Year
145,25000001,desonide 0.05 % cream 15 g Tube,104.76,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
146,25000001,desonide 0.05 % cream 60 g Tube,419.04,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
147,25000001,desonide 0.05 % lotion 118 mL Bottle,2126.09,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
148,25000001,desonide 0.05 % lotion 59 mL Bottle,1436.19,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
149,25000001,desonide 0.05 % ointment 15 g Tube,112.54,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
150,25000001,desonide 0.05 % ointment 60 g Tube,1332.49,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
151,25000001,dexamethasone 0.1 % solution 5 mL Bottle,102.34,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
152,25000001,dexamethasone 0.1 % suspension 5 mL Bottle,438.88,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
153,25000001,diazepam 10 MG gel 1 each Box,1753.72,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
154,25000001,dibucaine 1 % ointment 28 g Tube,38.43,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
155,25000001,dibucaine 1 % ointment 28.35 g Tube,29.15,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
156,25000001,diclofenac 1.3 % patch 30 each Box,63.8,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
157,25000001,diclofenac 1.3 % patch 5 each Box,72.35,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
158,25000001,diclofenac sodium 1 % gel 100 g Tube,314.28,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
159,25000001,diltiazem ointment 60 g Package,582.0,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
160,25000001,dimethicone 1.25 % lotion 354 mL Bottle,34.34,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
161,25000001,dimethyl sulfoxide 50% solution 10 mL Vial,1454.52,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
162,25000001,diphenhydrAMINE 1% 1-0.1 % cream 28.3 g Tube,18.39,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
163,25000001,dolutegravir Sodium 50 MG tablet 30 each Bottle,295.89,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
164,25000001,DOPamine 40 MG/ML solution 10 mL Vial,10.96,J1265,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
165,25000001,DOPamine 40 MG/ML solution 5 mL Vial,15.47,J1265,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
166,25000001,dorzolamide 2 % solution 10 mL Bottle,441.16,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
167,25000001,dorzolamide-timolol 2.23-0.68% 22.3-6.8 MG/ML solution 10 mL Bottle,594.61,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
168,25000001,DTaP-hepatitis B recombinant-IPV suspension 0.5 mL Syringe,457.02,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
169,25000001,echothiophate iodide 0.125 % reconstituted solution 5 mL Bottle,516.04,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
170,25000001,econazole 1 % cream 30 g Tube,1054.15,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
171,25000001,"electrolyte-A solution 1,000 mL Flex Cont",72.75,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
172,25000001,eltrombopag 25 MG tablet 30 each Bottle,292.12,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
173,25000001,eltrombopag 50 MG tablet 30 each Bottle,271.74,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
174,25000001,emtricitabine-tenofovir 200-300 MG tablet 30 each Bottle,298.84,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
175,25000001,emtricitabine-tenofovir AF 200-25 MG tablet 30 each Bottle,298.84,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
176,25000001,entecavir 0.5 MG tablet 30 each Bottle,233.32,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
177,25000001,entecavir 0.5 MG tablet 90 each Bottle,233.32,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
178,25000001,entecavir 1 MG tablet 30 each Bottle,116.66,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
179,25000001,ePHEDrine 50 MG/ML solution 1 mL Ampule,255.96,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
180,25000001,ePHEDrine 50 MG/ML solution 1 mL Vial,203.7,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
181,25000001,EPINEPHrine 0.1 % solution 30 mL Bottle,1215.22,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
182,25000001,EPINEPHrine racemic 2.25 % nebulizer solution 1 each Plas Cont,4.37,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
183,25000001,erenumab-aooe 70 MG/ML solution auto-injector 1 mL Pen,3346.5,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
184,25000001,erythromycin 0.5 % 5 MG/GM ointment 3.5 g Tube,90.46,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
185,25000001,estradiol 0.01 % 0.1 MG/GM cream 42.5 g Tube,2006.63,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
186,25000001,estradiol 0.025 MG/24HR patch weekly 1 each Box,112.56,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
187,25000001,estradiol 0.025 MG/24HR patch weekly 4 each Box,112.56,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
188,25000001,estradiol 0.05 MG/24HR patch biweekly 1 each Box,96.85,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
189,25000001,estradiol 0.05 MG/24HR patch biweekly 8 each Box,97.01,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
190,25000001,estradiol 0.05 MG/24HR patch weekly 1 each Box,191.78,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
191,25000001,estradiol 0.05 MG/24HR patch weekly 1 each Packet,107.19,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
192,25000001,estradiol 0.05 MG/24HR patch weekly 4 each Box,112.56,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
193,25000001,estradiol 0.06 MG/24HR patch weekly 4 each Box,112.56,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
194,25000001,estradiol 0.075 MG/24HR patch weekly 4 each Box,112.56,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
195,25000001,estradiol 0.1 MG/24HR patch biweekly 1 each Box,97.1,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
196,25000001,estradiol 0.1 MG/24HR patch biweekly 8 each Box,97.15,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
197,25000001,estradiol 0.1 MG/24HR patch weekly 1 each Box,191.78,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
198,25000001,estradiol 0.1 MG/24HR patch weekly 4 each Box,107.19,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
199,25000001,estradiol-levonorgestrel 0.045-0.015 MG/DAY patch weekly 4 each Box,307.43,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
200,25000001,estradiol-norethindrone 0.05-0.14 MG/DAY patch biweekly 8 each Box,139.39,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
201,25000001,ethyl alcohol 98 % solution 1 mL Ampule,60.63,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
202,25000001,ethyl alcohol 98 % solution 5 mL Vial,753.69,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
203,25000001,EUCERIN cream 113 g Jar,41.65,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
204,25000001,EUCERIN cream 454 g Jar,68.26,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
205,25000001,EUCERIN cream 57 g Tube,26.54,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
206,25000001,eye wash solution 118 mL Bottle,13.74,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
207,25000001,fat emulsion 20 % emulsion 100 mL Flex Cont,285.8,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
208,25000001,fat emulsion 20 % emulsion 100 mL Plas Cont,285.8,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
209,25000001,fat emulsion 20 % emulsion 250 mL Flex Cont,95.79,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
210,25000001,fat emulsion 20 % emulsion 250 mL Plas Cont,201.28,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
211,25000001,fentaNYL 100 MCG tablet 1 each Blister,274.47,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
212,25000001,fentaNYL 100 MCG tablet 28 each Box,274.47,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
213,25000001,fentaNYL 100 MCG/HR patch 72 hour 1 each Package,259.06,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
214,25000001,fentaNYL 100 MCG/HR patch 72 hour 5 each Box,258.8,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
215,25000001,fentaNYL 12 MCG/HR patch 72 hour 1 each Package,98.46,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
216,25000001,fentaNYL 12 MCG/HR patch 72 hour 5 each Box,98.46,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
217,25000001,fentaNYL 1200 MCG lollipop 30 each Box,31.84,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
218,25000001,fentaNYL 1600 MCG lollipop 30 each Box,29.45,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
219,25000001,fentaNYL 200 MCG lollipop 30 each Box,79.92,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
220,25000001,fentaNYL 200 MCG tablet 1 each Blister,173.39,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
221,25000001,fentaNYL 200 MCG tablet 28 each Box,173.39,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
222,25000001,fentaNYL 25 MCG/HR patch 72 hour 1 each Package,69.94,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
223,25000001,fentaNYL 25 MCG/HR patch 72 hour 5 each Box,69.94,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
224,25000001,fentaNYL 400 MCG lollipop 30 each Box,50.63,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
225,25000001,fentaNYL 400 MCG tablet 28 each Box,125.79,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
226,25000001,fentaNYL 50 MCG/HR patch 72 hour 1 each Package,127.85,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
227,25000001,fentaNYL 50 MCG/HR patch 72 hour 5 each Box,127.85,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
228,25000001,fentaNYL 600 MCG lollipop 30 each Box,41.34,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
229,25000001,fentaNYL 600 MCG tablet 28 each Box,108.87,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
230,25000001,fentaNYL 75 MCG/HR patch 72 hour 1 each Package,195.19,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
231,25000001,fentaNYL 75 MCG/HR patch 72 hour 5 each Box,195.02,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
232,25000001,fentaNYL 800 MCG lollipop 30 each Box,36.73,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
233,25000001,fentaNYL 800 MCG tablet 28 each Box,100.6,,City of Hope Helford Clinical Research Hospital,2019#&City of Hope Helford Clinical Research Hospital&106190176_CDM_All_2019OSHPD
