,CDM Number,Description,NDC,Price,Hospital,Year
1040,417002633,methylPREDNISolone sodium succ 2 g Inj,00009-0796-01,201.0,Kern Medical Center,2019
1041,417000690,methylPREDNISolone sodium succ 40 mg PF Inj,00009-0039-32,41.5,Kern Medical Center,2019
1042,417000693,methylPREDNISolone sodium succ 500 mg Inj,00009-0758-01,75.75,Kern Medical Center,2019
1043,417004579,METOCLOPRAMIDE 0.1MG/ML INJ*FOR NICU*,99999-4579-01,122.0,Kern Medical Center,2019
1044,417000695,metoclopramide 10 mg Tab,51079-0888-20,6.8,Kern Medical Center,2019
1045,417000699,metoclopramide 5 mg/5 mL Oral Syrup 10 mL,00121-1576-10,5.25,Kern Medical Center,2019
1046,417000696,metoclopramide 5 mg/mL Inj Soln 2 mL,00409-3414-01,23.25,Kern Medical Center,2019
1047,417001959,metolazone 2.5 mg Tab,00378-6172-01,13.85,Kern Medical Center,2019
1048,417000700,metolazone 5 mg Tab,51079-0024-20,20.7,Kern Medical Center,2019
1049,417004011,METOPROLOL 10MG/ML ORAL SUSP 120ML,99999-9999-32,7.0,Kern Medical Center,2019
1050,417003674,metoprolol 12.5 mg Tab,00378-0018-01,5.0,Kern Medical Center,2019
1051,471004779,metoprolol succinate 25 mg ER Tab,54868-5729-04,12.3,Kern Medical Center,2019
1052,417002759,metoprolol tartrate 1 mg/mL Inj Soln 5 mL,36000-0033-10,25.75,Kern Medical Center,2019
1053,417003311,metoprolol tartrate 100 mg Tab,62584-0267-01,5.0,Kern Medical Center,2019
1054,417003673,metoprolol tartrate 25 mg Tab,00904-6340-61,5.0,Kern Medical Center,2019
1055,417003196,metoprolol tartrate 50 mg Tab,42543-0002-01,5.0,Kern Medical Center,2019
1056,417003090,metroNIDAZOLE 0.75% Topical Gel 45 g,51672-4116-06,960.15,Kern Medical Center,2019
1057,417003898,METRONIDAZOLE 20MG/ML SUSP 125ML,99999-9999-33,7.0,Kern Medical Center,2019
1058,417000703,metroNIDAZOLE 250 mg Tab,51079-0216-20,5.0,Kern Medical Center,2019
1059,417000704,metroNIDAZOLE 500 mg Tab,42292-0001-20,6.15,Kern Medical Center,2019
1060,417001376,metroNIDAZOLE 500 mg/100 mL IV Soln 100 mL,00338-1055-48,62.5,Kern Medical Center,2019
1061,417003936,micafungin 100 mg IV Inj,00469-3211-10,690.0,Kern Medical Center,2019
1062,417003936,micafungin 50 mg IV Inj,00469-3250-10,353.0,Kern Medical Center,2019
1063,417000709,midazolam 1 mg/mL Inj Soln 2 mL,00641-6057-25,24.25,Kern Medical Center,2019
1064,417000709,midazolam 1 mg/mL PF Inj Soln 2 mL,00409-2305-21,23.5,Kern Medical Center,2019
1065,417003479,midazolam 1 mg/mL PF Inj Soln 5 mL,00409-2305-05,25.75,Kern Medical Center,2019
1066,417003979,midazolam 2 mg/mL Oral Syrup 118 mL,00054-3566-99,385.45,Kern Medical Center,2019
1067,417003979,midazolam 2 mg/mL Oral Syrup 2.5 mL,68094-0762-62,16.7,Kern Medical Center,2019
1068,417003888,midazolam 2 mg/mL Oral Syrup 5 mL,68094-0764-62,33.35,Kern Medical Center,2019
1069,417002117,midazolam 5 mg/mL Inj Soln 10 mL,17478-0524-10,77.75,Kern Medical Center,2019
1070,417003522,midodrine 2.5 mg Tab,54092-0003-01,9.65,Kern Medical Center,2019
1071,417003796,midodrine 5 mg Tab,51079-0453-20,15.55,Kern Medical Center,2019
1072,417004537,milrinone 1 mg/mL IV Soln 10 mL,00143-9710-10,80.0,Kern Medical Center,2019
1073,417003386,milrinone 200 mcg/mL-D5W IV Soln 100 mL,00409-2776-23,112.75,Kern Medical Center,2019
1074,417003457,mineral oil Oral Liquid 30 mL,37205-0831-43,5.0,Kern Medical Center,2019
1075,417003052,mirtazapine 15 mg Tab,51079-0086-20,15.6,Kern Medical Center,2019
1076,417003006,mirtazapine 30 mg Tab,51079-0087-20,16.0,Kern Medical Center,2019
1077,417001481,misoprostol 100 mcg Tab,00025-1451-34,20.95,Kern Medical Center,2019
1078,417001482,misoprostol 200 mcg Tab,00025-1461-34,24.1,Kern Medical Center,2019
1079,417004487,miSOPROStol 25 mcg Tab UD,00025-1451-34A,20.95,Kern Medical Center,2019
1080,417000713,mitoMYcin 20 mg IV Inj,16729-0247-11,552.0,Kern Medical Center,2019
1081,471004840,mitomycin 40 mg bladder irrigation,99999-9999-85,2634.0,Kern Medical Center,2019
1082,417003722,mitoMYcin 40 mg IV Inj,16729-0116-38,2709.0,Kern Medical Center,2019
1083,417000712,mitoMYcin 5 mg IV Inj,16729-0246-05,266.5,Kern Medical Center,2019
1084,417003252,montelukast 10 mg Tab,00006-0117-31,30.2,Kern Medical Center,2019
1085,417003573,montelukast 4 mg Chew Tab,00006-0711-31,31.9,Kern Medical Center,2019
1086,417003361,montelukast 5 mg Chew Tab,00006-0275-54,31.9,Kern Medical Center,2019
1087,417003447,morphine 0.4 mg/mL oral syringe,99999-3447-01.,15.2,Kern Medical Center,2019
1088,417001231,morphine 1 mg/mL Inj Soln 30 mL,76329-1911-01,77.75,Kern Medical Center,2019
1089,417004121,morphine 1 mg/mL PF Inj Soln 10 mL,00641-6019-10,88.5,Kern Medical Center,2019
1090,417004554,morphine 10 mg/5 mL Oral Soln 5 mL,68094-0001-62,12.15,Kern Medical Center,2019
1091,417003656,morphine 10 mg/mL Inj Soln 10 mL,00641-6068-01,50.75,Kern Medical Center,2019
1092,417000718,morphine 10 mg/mL preservative-free CARP,00409-1893-01,31.25,Kern Medical Center,2019
1093,417002786,morphine 10 mg/mL preservative-free IV Soln 1 mL,00641-6127-25,26.25,Kern Medical Center,2019
1094,417003075,morphine 15 mg Tab,00054-0235-24,6.65,Kern Medical Center,2019
1095,417002408,morphine 15 mg/8 hr ER Tab,00406-8315-01,12.4,Kern Medical Center,2019
1096,417000720,morphine 2 mg/mL preservative-free IV Soln 1 mL,00409-1890-01,33.0,Kern Medical Center,2019
1097,417000715,morphine 4 mg/mL preservative-free IV Soln 1 mL,00641-6125-25,29.75,Kern Medical Center,2019
1098,417000715,morphine 4 mg/mL preservative-free Soln-Inj,76045-0005-10,33.25,Kern Medical Center,2019
1099,417004140,morphine 8 mg/mL preservative-free IV Soln 1 mL,00641-6126-25,26.75,Kern Medical Center,2019
1100,417004616,moxifloxacin 0.5% Ophth Soln 3 mL,00065-4013-03,533.35,Kern Medical Center,2019
1101,417003866,Multiple Vitamins 0.5mL Oral Syringe,00087-0402-03,5.0,Kern Medical Center,2019
1102,417003396,Multiple Vitamins IV Soln 10 mL,54643-5649-01,64.75,Kern Medical Center,2019
1103,417000483,Multiple Vitamins Tab,00904-0530-61,5.0,Kern Medical Center,2019
1104,417003378,mupirocin 2% Nasal Oint 1 g,00029-1526-11,56.05,Kern Medical Center,2019
1105,417001834,mupirocin 2% Topical Oint 22 g,45802-0112-22,47.0,Kern Medical Center,2019
1106,417000732,nafcillin 1 g Inj,44567-0221-10,69.0,Kern Medical Center,2019
1107,417000733,nafcillin 2 g Inj,44567-0222-10,95.5,Kern Medical Center,2019
1108,417000755,naloxone 0.4 mg/mL Inj Soln 1 mL,00409-1215-25,89.0,Kern Medical Center,2019
1109,417000758,naloxone 0.4 mg/mL Inj Soln 10 mL,00409-1219-01,426.0,Kern Medical Center,2019
1110,417000755,naloxone 0.4 mg/mL Nasal Soln-Nasal 1 mL,00409-1215-25A,89.0,Kern Medical Center,2019
1111,417003456,naloxone 1 mg/mL Inj Soln 2 mL,76329-3369-01,135.0,Kern Medical Center,2019
1112,471004843,"naltrexone 380 mg IM Inj, ER",65757-0300-01,4174.0,Kern Medical Center,2019
1113,417003535,naltrexone 50 mg Tab,68084-0291-21,23.6,Kern Medical Center,2019
1114,417000760,naphazoline 0.1% Ophth Soln 15 mL,17478-0216-12,30.55,Kern Medical Center,2019
1115,417001239,naproxen 500 mg Tab,53746-0190-01,8.3,Kern Medical Center,2019
1116,417000761,neomycin 500 mg Tab,00093-1177-01,8.85,Kern Medical Center,2019
1117,417000767,neostigmine 1 mg/mL Inj Soln 10 mL,63323-0383-10,60.0,Kern Medical Center,2019
1118,417003003,niCARdipine 2.5 mg/mL Inj Soln 10 mL,00143-9689-10,81.25,Kern Medical Center,2019
1119,417002367,"nicotine 14 mg/24 hr TD Film, ER",00536-5895-88,12.75,Kern Medical Center,2019
1120,417002696,nicotine 2 mg Gum,00904-5734-51,5.0,Kern Medical Center,2019
1121,471004740,nicotine 2 mg Lozenge,37205-0987-69,5.0,Kern Medical Center,2019
1122,417002355,"nicotine 21 mg/24 hr TD Film, ER",00536-5896-88,12.75,Kern Medical Center,2019
1123,471004741,nicotine 4 mg Lozenge,70000-0121-00,5.0,Kern Medical Center,2019
1124,417002366,"nicotine 7 mg/24 hr TD Film, ER",00536-5894-88,12.75,Kern Medical Center,2019
1125,417003632,NIFEdipine 10 mg Cap,50268-0600-15,11.85,Kern Medical Center,2019
1126,417001780,NIFEdipine 30 mg ER Tab,51079-0400-20,8.65,Kern Medical Center,2019
1127,417002167,NIFEdipine 60 mg ER Tab,51079-0896-20,13.5,Kern Medical Center,2019
1128,417002557,NIFEdipine 90 mg ER Tab,50268-0599-15,14.5,Kern Medical Center,2019
1129,417003734,nilutamide 150 mg Tab,00088-1111-14,505.05,Kern Medical Center,2019
1130,417000780,niMODipine 30 mg Cap,23155-0108-00,75.65,Kern Medical Center,2019
1131,471004770,niMODipine 60 mg/20 mL Oral Liquid 20 mL,24338-0200-12,212.15,Kern Medical Center,2019
1132,417000781,nitrofurantoin 25 mg/5 mL Oral Susp 20 mL UD,66993-0471-73,192.55,Kern Medical Center,2019
1133,417001576,nitrofurantoin macrocrystals-monohydrate 100 mg Cap,51079-0348-20,22.45,Kern Medical Center,2019
1134,417003731,nitrofurantoin macrocrystals-monohydrate 100 mg Cap SA,00149-0710-01,23.4,Kern Medical Center,2019
1135,471004855,nitroglycerin 0.4 mg SL Spray 4.9 g,45802-0210-01,675.45,Kern Medical Center,2019
1136,417000786,nitroglycerin 0.4 mg SL Tab,00071-0418-24,5.0,Kern Medical Center,2019
1137,417001631,nitroglycerin 10 mg/100 mL-D5W 250 mL,00338-1047-02,83.0,Kern Medical Center,2019
1138,417003517,nitroglycerin 2% TD Oint 1 g,00281-0326-08,14.55,Kern Medical Center,2019
1139,417003517,nitroglycerin 2% TD Oint 60 g,00168-0038-60,27.95,Kern Medical Center,2019
1140,417000790,nitroprusside 25 mg/mL IV Soln 2 mL,00187-4302-02,2899.0,Kern Medical Center,2019
1141,417004619,nivolumab 10 mg/mL Soln 10 mL,00003-3774-12,1030.0,Kern Medical Center,2019
1142,417000791,norepinephrine 1 mg/mL IV Soln 4 mL,00409-3375-04,109.25,Kern Medical Center,2019
1143,471004711,norepinephrine 8 mg/D5W 250 mL,66647-6157-33,98.0,Kern Medical Center,2019
1144,417002541,nortriptyline 25 mg Cap,68084-0032-01,6.45,Kern Medical Center,2019
1145,417000811,"nystatin 100,000 units/g Cream 15 g",00603-7818-74,72.0,Kern Medical Center,2019
1146,417000812,"nystatin 100,000 units/g Topical Oint 15 g",45802-0048-35,72.0,Kern Medical Center,2019
1147,417000795,"nystatin 100,000 units/g Topical Powder 15 g",00832-0465-15,114.4,Kern Medical Center,2019
1148,417000794,"nystatin 100,000 units/mL Oral Susp 5 mL",60432-0537-16,8.15,Kern Medical Center,2019
1149,417003292,NYSTATIN 500MU/NYSTATIN 100MU PO/VAG TAB,68094-0599-62,9.4,Kern Medical Center,2019
1150,471004776,ocrelizumab 300 mg/10 mL Sol,50242-0150-01,5866.0,Kern Medical Center,2019
1151,417001778,octreotide 100 mcg/mL Inj Soln 1 mL,63323-0376-01,63.75,Kern Medical Center,2019
1152,417002500,octreotide 1000 mcg/mL Inj Soln 5 mL,63323-0379-05,1805.0,Kern Medical Center,2019
1153,417003814,"octreotide 20 mg Powder, IM Inj",00078-0818-81,12238.0,Kern Medical Center,2019
1154,417002500,octreotide 200 mcg/mL Inj Soln 5 mL,63323-0378-05,374.0,Kern Medical Center,2019
1155,417004453,octreotide 500 mcg/mL Inj Soln 1 mL,63323-0377-01,195.0,Kern Medical Center,2019
1156,417003824,OCTYLSEAL TISSUE ADHESIVE,75137-0997-55,99.8,Kern Medical Center,2019
1157,417000571,ocular lubricant Ophth Oint 3.5 g,00023-0240-04,39.95,Kern Medical Center,2019
1158,417000306,ocular lubricant preserved Ophth Soln 15 mL,00536-1084-94,23.9,Kern Medical Center,2019
1159,417002796,ofloxacin 0.3% Ophth Soln 10 mL,64980-0515-01,409.0,Kern Medical Center,2019
1160,417002796,ofloxacin 0.3% Ophth Soln 5 mL,64980-0515-05,213.05,Kern Medical Center,2019
1161,417003398,OLANZapine 10 mg Dis Tab,59746-0307-32,21.7,Kern Medical Center,2019
1162,417003640,OLANZapine 10 mg IM Inj,00781-3159-72,140.5,Kern Medical Center,2019
1163,417002517,OLANZapine 10 mg Tab,00904-6376-61,54.9,Kern Medical Center,2019
1164,417003397,OLANZapine 5 mg Dis Tab,49884-0320-55,59.1,Kern Medical Center,2019
1165,417002919,OLANZapine 5 mg Tab,00904-6377-61,54.9,Kern Medical Center,2019
1166,471004765,olaratumab 10 mg/mL Sol,00002-7190-01,270.0,Kern Medical Center,2019
1167,471004794,omalizumab 150 mg Subcut Inj,50242-0215-01,3270.0,Kern Medical Center,2019
1168,471004845,omalizumab 75 mg Subcut Inj,50242-0214-01,1643.0,Kern Medical Center,2019
1169,417001955,onabotulinumtoxinA 100 units Inj,00023-1145-01,1964.0,Kern Medical Center,2019
1170,471004717,onabotulinumtoxinA 50 units Inj,00023-3919-50,961.0,Kern Medical Center,2019
1171,417002208,ondansetron 2 mg/mL Inj Soln 2 mL,00641-6078-25,21.75,Kern Medical Center,2019
1172,417003868,ondansetron 4 mg Dis Tab,00781-5238-64,91.2,Kern Medical Center,2019
1173,417002214,ondansetron 4 mg Tab,51079-0524-20,5.15,Kern Medical Center,2019
1174,417000993,"Ophth irrigation, intraocular (Balanced Salt Soln) 15 mL",00065-0795-15,35.05,Kern Medical Center,2019
1175,471004639,oseltamivir 30 mg Cap,00004-0802-85,55.15,Kern Medical Center,2019
1176,417004540,oseltamivir 6 mg/mL Oral suspension 60 mL,47781-0384-26,493.55,Kern Medical Center,2019
1177,417004038,oseltamivir 75 mg Cap,47781-0470-13,63.85,Kern Medical Center,2019
1178,417003649,oxaliplatin 5 mg/mL IV Soln 10 mL,00781-3315-70,737.0,Kern Medical Center,2019
1179,417003650,oxaliplatin 5 mg/mL IV Soln 20 mL,25021-0233-20,712.0,Kern Medical Center,2019
1180,417003649,oxaliplatin 50 mg IV Inj,25021-0211-20,730.0,Kern Medical Center,2019
1181,417002591,oxandrolone 2.5 mg Tab,00591-3544-01,26.15,Kern Medical Center,2019
1182,417003425,OXcarbazepine 150 mg Tab,68084-0845-01,9.55,Kern Medical Center,2019
1183,417003426,OXcarbazepine 300 mg Tab,68084-0853-01,5.4,Kern Medical Center,2019
1184,417001770,oxybutynin 5 mg Tab,00904-2821-61,5.6,Kern Medical Center,2019
1185,417003166,oxyCODONE 10 mg ER Tab,59011-0410-20,24.6,Kern Medical Center,2019
1186,417003083,oxyCODONE 5 mg Tab,00904-6444-61,6.8,Kern Medical Center,2019
1187,417000821,oxymetazoline 0.05% Nasal Spray 15 mL,00904-5711-35,12.25,Kern Medical Center,2019
1188,417000821,oxymetazoline 0.05% Nasal Spray 30 mL,00904-6761-30,11.6,Kern Medical Center,2019
1189,417000823,oxytocin 10 units/mL Inj Soln 1 mL,42023-0116-25,23.25,Kern Medical Center,2019
1190,417000823,oxytocin 10 units/mL Inj Soln 10 mL,42023-0116-02,54.5,Kern Medical Center,2019
1191,417003721,oxytocin 20 units/Lactated Ringers 1000 mL,24200-0212-16,96.25,Kern Medical Center,2019
1192,417004126,oxytocin 20 units/Lactated Ringers 1000 mL Room Temp,00000-4126-00,50.25,Kern Medical Center,2019
1193,417002387,PACLitaxel 6 mg/mL IV Soln 16.7 mL,00703-4766-01,256.0,Kern Medical Center,2019
1194,471004790,PACLitaxel 6 mg/mL IV Soln 25 mL,00703-4767-01,318.0,Kern Medical Center,2019
1195,417002097,PACLitaxel 6 mg/mL IV Soln 5 mL,61703-0342-09,139.5,Kern Medical Center,2019
1196,417003927,PACLitaxel 6 mg/mL IV Soln 50 mL,00703-4768-01,520.0,Kern Medical Center,2019
1197,417004589,PACLitaxel protein-bound 100 mg IV Inj,68817-0134-50,3698.0,Kern Medical Center,2019
1198,417004485,"paliperidone 117 mg/0.75 mL IM Susp, ER 0.75 mL",50458-0562-01,0.0,Kern Medical Center,2019
1199,417004113,"paliperidone 156 mg/mL IM Susp, ER 1 mL",50458-0563-01,4099.0,Kern Medical Center,2019
1200,417004159,"paliperidone 234 mg/1.5 mL IM Susp, ER 1.5 mL",50458-0564-01,6147.4,Kern Medical Center,2019
1201,417001878,pamidronate 3 mg/mL IV Soln 10 mL,67457-0430-10,197.5,Kern Medical Center,2019
1202,417001878,pamidronate 30 mg IV Inj,59923-0601-10,190.25,Kern Medical Center,2019
1203,471004798,pamidronate 6 mg/mL IV Soln 10 mL,61703-0325-18,138.0,Kern Medical Center,2019
1204,417002431,pamidronate 9 mg/mL IV Soln 10 mL,61703-0326-18,256.0,Kern Medical Center,2019
1205,417002431,pamidronate 90 mg IV Inj,59923-0603-10,303.0,Kern Medical Center,2019
1206,471004844,"pancrelipase 20,000 units-63,000 units-84,000 units Cap",00023-6112-01,28.2,Kern Medical Center,2019
1207,417004144,"pancrelipase 5000 units-17,000 units-27,000 units Cap",00023-6115-01,11.3,Kern Medical Center,2019
1208,417004562,pantoprazole 20 mg DR Tab,65862-0559-90,23.1,Kern Medical Center,2019
1209,417004563,pantoprazole 40 mg DR Tab,00904-6474-61,22.45,Kern Medical Center,2019
1210,417003376,pantoprazole 40 mg IV Inj,00008-0923-60,40.0,Kern Medical Center,2019
1211,417004565,pantoprazole 40 mg Oral Granule EC,00008-0844-02,37.4,Kern Medical Center,2019
1212,417002235,papaverine 30 mg/mL Inj Soln 2 mL,00517-4002-25,72.25,Kern Medical Center,2019
1213,417002381,PARoxetine 10 mg Tab,68084-0044-01,15.4,Kern Medical Center,2019
1214,417002226,PARoxetine 20 mg Tab,51079-0774-20,15.65,Kern Medical Center,2019
1215,471004842,patiromer 8.4 g Pow,53436-0084-30,100.5,Kern Medical Center,2019
1216,471004698,pegloticase 8 mg/mL IV Soln 1 mL,60809-0801-01,66950.0,Kern Medical Center,2019
1217,417004620,pembrolizumab 25 mg/mL,00006-3026-02,4102.0,Kern Medical Center,2019
1218,417004019,PEMEtrexed 100 mg IV Inj,00002-7640-01,1956.0,Kern Medical Center,2019
1219,417004018,PEMEtrexed 500 mg IV Inj,00002-7623-01,9379.0,Kern Medical Center,2019
1220,417001172,"penicillin G benzathine 1,200,000 units/2 mL IM Susp 2 mL",60793-0701-10,476.0,Kern Medical Center,2019
1221,417001871,"penicillin G benzathine 2,400,000 units/4 mL IM Susp 4 mL",60793-0702-10,986.0,Kern Medical Center,2019
1222,417001173,"penicillin G benzathine 600,000 units/mL IM Susp 1 mL",60793-0700-10,289.5,Kern Medical Center,2019
1223,417001643,penicillin G potassium 1 millionunits/50 mL D5W Frozen,00338-1021-41,103.0,Kern Medical Center,2019
1224,417001894,penicillin G potassium 3 millionunits/50 mL D5W Frozen,00338-1025-41,100.25,Kern Medical Center,2019
1225,417001644,penicillin G potassium millionunits/50 mL D5W Frozen,00338-1023-41,98.5,Kern Medical Center,2019
1226,417000829,penicillin V potassium 250 mg Tab,00781-1205-01,5.45,Kern Medical Center,2019
1227,417003475,penicillin V potassium 250 mg/5 mL Oral Liquid 5 mL UD,00093-4127-74,5.0,Kern Medical Center,2019
1228,417003475,PENICILLIN VK 0.5MG/ML SUSP *10ML U/D*,99999-9999-61,17.0,Kern Medical Center,2019
1229,417003475,PENICILLIN VK 5MG/ML SUSP*10mL U/D*,99999-9999-60,17.0,Kern Medical Center,2019
1230,417000842,pentoxifylline 400 mg ER Tab,51079-0889-20,9.5,Kern Medical Center,2019
1231,471004694,perflutren (lipid microspheres) IV Susp 1.5 mL,11994-0011-04,522.0,Kern Medical Center,2019
1232,417000845,permethrin 1% Lotion 60 mL,00472-5242-67,34.8,Kern Medical Center,2019
1233,417002292,permethrin 5% Cream 60 g,00472-0242-60,373.25,Kern Medical Center,2019
1234,417004525,pertuzumab 420 mg/14 mL IV Soln 14 mL,50242-0145-01,14770.0,Kern Medical Center,2019
1235,417003445,phenazopyridine 100 mg Tab,51293-0810-01,15.5,Kern Medical Center,2019
1236,417000851,phenazopyridine 200 mg Tab,51293-0811-01,22.0,Kern Medical Center,2019
1237,417002729,PHENobarbital 130 mg/mL Inj Soln 1 mL,00641-0477-25,186.5,Kern Medical Center,2019
1238,417004409,PHENobarbital 20 mg/5 mL Elixir 473 mL,16571-0330-16,9.3,Kern Medical Center,2019
1239,417000863,PHENobarbital 32.4 mg Tab,63739-0201-10,8.25,Kern Medical Center,2019
1240,417001321,PHENobarbital 65 mg/mL Inj Soln 1 mL,00641-0476-25,97.0,Kern Medical Center,2019
1241,417001881,phenol 1.4% Topical Spray 177 mL,78112-0011-03,24.75,Kern Medical Center,2019
1242,417003799,phenylephrine 0.125% Nasal Drops 15 mL,56184-0121-05,21.2,Kern Medical Center,2019
1243,417001688,phenylephrine 0.25% Rectal Supp,00536-1389-12,5.0,Kern Medical Center,2019
1244,417000869,phenylephrine 0.5% Nasal Spray 15 mL,69536-0050-15,21.0,Kern Medical Center,2019
1245,417000870,phenylephrine 1% Nasal Spray 15 mL,69536-0100-15,23.35,Kern Medical Center,2019
1246,417000872,phenylephrine 10 mg/mL Inj Soln 1 mL,00641-6142-25,73.75,Kern Medical Center,2019
1247,417000872,phenylephrine 10 mg/mL Inj Soln 10 mL,76014-0004-33,199.5,Kern Medical Center,2019
1248,417001670,phenylephrine 10% Ophth Soln 5 mL,42702-0103-05,146.0,Kern Medical Center,2019
1249,417004628,phenylephrine 2.5% Ophth Soln 15 mL,42702-0102-15,326.0,Kern Medical Center,2019
1250,417004628,phenylephrine 2.5% Ophth Soln 2 mL,17478-0201-02,123.9,Kern Medical Center,2019
1251,417000868,phenylephrine 2.5% Ophth Soln 5 mL,24208-0740-02,111.35,Kern Medical Center,2019
1252,417000869,phenylephrine nasal 0.5% Sol,00024-1351-05,5.0,Kern Medical Center,2019
1253,417000883,phenytoin 100 mg ER Cap,51079-0905-20,5.45,Kern Medical Center,2019
1254,417000878,phenytoin 25 mg/mL Oral Susp 4 mL UD,51079-0674-10,8.95,Kern Medical Center,2019
1255,417000876,phenytoin 50 mg Chew Tab,00071-0007-40,10.25,Kern Medical Center,2019
1256,417000879,phenytoin 50 mg/mL Inj Soln 2 mL,00641-0493-25,23.0,Kern Medical Center,2019
1257,417000880,phenytoin 50 mg/mL Inj Soln 5 mL,00641-2555-45,26.0,Kern Medical Center,2019
1258,417000885,physostigmine 1 mg/mL Inj Soln 2 mL,17478-0510-02,53.75,Kern Medical Center,2019
1259,417003339,phytonadione 1 mg/0.5 mL Inj Soln 0.5 mL,76329-1240-01,102.5,Kern Medical Center,2019
1260,417000887,phytonadione 10 mg/mL Inj Soln 1 mL,00409-9158-01,71.25,Kern Medical Center,2019
1261,417001763,phytonadione 5 mg Tab,00187-1704-05,194.35,Kern Medical Center,2019
1262,417000890,pilocarpine 2% Ophth Soln 15 mL,00998-0204-15,276.0,Kern Medical Center,2019
1263,417001276,pilocarpine 4% Ophth Soln 15 mL,61314-0206-15,134.0,Kern Medical Center,2019
1264,417002264,piperacillin-tazobactam 3 g-0.375 g IV Inj,67457-0522-37,82.75,Kern Medical Center,2019
1265,417002404,piperacillin-tazobactam 4 g-0.5 g IV Inj,55150-0121-50,99.0,Kern Medical Center,2019
1266,471004646,"PIPERACILLIN/TAZOBACTAM 2.25G/D5W 50ML INJ,BAG",00781-3344-95A,97.0,Kern Medical Center,2019
1267,417003264,"PIPERACILLIN/TAZOBACTAM 2.25G/D5W 50ML INJ,FROZEN",00206-8860-02,116.75,Kern Medical Center,2019
1268,471004647,"PIPERACILLIN/TAZOBACTAM 3.375G/D5W 50ML INJ,BAG",67457-0522-37A,116.75,Kern Medical Center,2019
1269,417002903,"PIPERACILLIN/TAZOBACTAM 3.375G/D5W 50ML INJ,FROZEN",00206-8861-02,150.0,Kern Medical Center,2019
1270,471004648,"PIPERACILLIN/TAZOBACTAM 4.5G/D5W 100ML INJ,BAG",55150-0121-50A,133.0,Kern Medical Center,2019
1271,417003265,"PIPERACILLIN/TAZOBACTAM 4.5G/D5W 100ML INJ,FROZEN",00206-8862-02,146.0,Kern Medical Center,2019
1272,417003238,pneumococcal 13-valent conjugate vaccine IM Susp 0.5 mL,00005-1971-05,584.0,Kern Medical Center,2019
1273,417001615,pneumococcal 23-polyvalent vaccine Inj Soln 0.5 mL,00006-4837-03,357.0,Kern Medical Center,2019
1274,417001952,"poliovirus vaccine, inactivated Inj Susp 5 mL",49281-0860-10,1196.0,Kern Medical Center,2019
1275,417003962,polyethylene glycol 3350 Oral Powder-Recon 17g Packet,45802-0868-66,8.65,Kern Medical Center,2019
1276,417003962,polyethylene glycol 3350 Oral Powder-Recon 537 g,11523-7234-04,76.5,Kern Medical Center,2019
1277,417000363,polyethylene glycol 3350 with electrolytes Oral Powder-Recon 4000 mL,52268-0100-01,94.0,Kern Medical Center,2019
1278,417003692,"polymyxin B sulfate 500,000 units Inj",55390-0139-10,77.0,Kern Medical Center,2019
1279,417002798,"polymyxin B-trimethoprim 10,000 units-1 mg/mL Ophth Soln 10 mL",24208-0315-10,55.8,Kern Medical Center,2019
1280,417003587,poractant 80 mg/mL Intratracheal Susp 1.5 mL,10122-0510-01,1276.0,Kern Medical Center,2019
1281,417003586,poractant 80 mg/mL Intratracheal Susp 3 mL,10122-0510-03,2536.0,Kern Medical Center,2019
1282,417004538,posaconazole 100 mg DR Tab,00085-4324-02,181.05,Kern Medical Center,2019
1283,417003863,posaconazole 40 mg/mL Oral Susp 5 mL UD,00085-1328-01,156.2,Kern Medical Center,2019
1284,417000895,potassium acetate 2 mEq/mL IV Soln 20 mL,00409-8183-01,28.5,Kern Medical Center,2019
1285,417000895,potassium acetate 2 mEq/mL IV Soln 50 mL,00409-3294-51,46.5,Kern Medical Center,2019
1286,417002245,potassium chloride 10 mEq ER Tab,00245-0057-01,5.1,Kern Medical Center,2019
1287,417002937,potassium chloride 10 mEq/100 mL IV Soln 100 mL,00409-7074-26,69.25,Kern Medical Center,2019
1288,417000897,potassium chloride 2 mEq/mL IV Soln 10 mL,63323-0965-10,22.0,Kern Medical Center,2019
1289,417000897,potassium chloride 2 mEq/mL IV Soln 20 mL,63323-0965-20,25.5,Kern Medical Center,2019
1290,417000897,potassium chloride 2 mEq/mL IV Soln 30 mL,63323-0967-30,29.25,Kern Medical Center,2019
1291,417000897,potassium chloride 2 mEq/mL IV Soln 5 mL,63323-0965-05,20.0,Kern Medical Center,2019
1292,417000739,potassium chloride 20 mEq/15 mL Oral Liquid 15 mL,66689-0047-50,64.4,Kern Medical Center,2019
1293,417002939,potassium chloride 20 mEq/50 mL IV Soln 50 mL,00409-7077-14,63.5,Kern Medical Center,2019
1294,417000900,potassium iodide 1 g/mL Oral Soln 30 mL,00245-0003-31,92.3,Kern Medical Center,2019
1295,417002802,potassium phosphate 250 mg-556 mg Pow UD,17314-9313-02,5.3,Kern Medical Center,2019
1296,417001425,potassium phosphate 3 mmol/mL IV Soln 15 mL,00517-2315-25,41.0,Kern Medical Center,2019
1297,417001425,potassium phosphate 3 mmol/mL IV Soln 5 mL,63323-0086-05,87.25,Kern Medical Center,2019
