,Dept Code & Name,Description,Total Units,2018 Price,2019 Price,2018 Total,2019 Total,Hospital,Year
172,7862 Kidney Acquisition,786218095 *X KIDNEY ACQUISITION FEE,16.0,107406.0,122950.0,1718496.0,1967200.0,Childrens Hospital of Los Angeles,2019
173,7710 Pharmacy,771007116 VINCRISTINE INJ 1MG VIAL,5728.0,299.0,299.0,1712672.0,1712672.0,Childrens Hospital of Los Angeles,2019
174,7592 Invasive - Cath Lab,759245801 RT & RETROGRADE LT CONGEN W/WEDGE,127.0,13446.0,13485.0,1707642.0,1712595.0,Childrens Hospital of Los Angeles,2019
175,3100 CPM Clinical Operations,310020003 CPM-CHROM MICROARRAY,545.0,3129.0,3129.0,1705305.0,1705305.0,Childrens Hospital of Los Angeles,2019
176,7720 Respiratory Care,772069033 PEP THERAPY SUBSEQUENT,5791.0,293.0,303.0,1696763.0,1754673.0,Childrens Hospital of Los Angeles,2019
177,7710 Pharmacy,771014190 MVI-PEDIATRIC INJ 5ML,15382.0,110.0,111.0,1692020.0,1707402.0,Childrens Hospital of Los Angeles,2019
178,7640 Radiation Oncology,764046907 TREATMENT DEVICES COMPLEX,377.0,4463.0,4463.0,1682551.0,1682551.0,Childrens Hospital of Los Angeles,2019
179,7710 Pharmacy,771023140 ANTI-THROMBIN III(AT-3)INJ 1 UNIT,117475.0,14.0,14.0,1644650.0,1644650.0,Childrens Hospital of Los Angeles,2019
180,7189 Endo-Metabolic Clinic,718920002 EST PATIENT OP CLINIC LVL 2,7889.0,207.0,211.0,1633023.0,1664579.0,Childrens Hospital of Los Angeles,2019
181,7710 Pharmacy,771026337 LORAZEPAM INJ 2MG/1ML,21016.0,77.0,77.0,1618232.0,1618232.0,Childrens Hospital of Los Angeles,2019
182,7506 EEG/Clinical Neurophysiology L,750620016 EEG EXTENDED MONITOR 41-60MIN,2045.0,791.0,869.0,1617595.0,1777105.0,Childrens Hospital of Los Angeles,2019
183,7773 PT Inpatient,777314056 PT THER ACTIVITIES 15 MIN,11334.0,140.0,140.0,1586760.0,1586760.0,Childrens Hospital of Los Angeles,2019
184,7011 Trauma,701113852 TRAUMA LEVEL I ACTIVATION,69.0,22985.0,22985.0,1585965.0,1585965.0,Childrens Hospital of Los Angeles,2019
185,7710 Pharmacy,771044503 VEDOLIZUMAB (ENTYVIO) 1MG INJ,26700.0,58.0,58.0,1548600.0,1548600.0,Childrens Hospital of Los Angeles,2019
186,7710 Pharmacy,771022410 GALSULFASE(NAGLAZYME)1MG/ML INJ,1135.0,1353.0,1353.0,1535655.0,1535655.0,Childrens Hospital of Los Angeles,2019
187,7503 Lab Chemistry,750348236 THYROID STIM HORMONE (TSH),10635.0,144.0,148.0,1531440.0,1573980.0,Childrens Hospital of Los Angeles,2019
188,7710 Pharmacy,771011123 ALBUMIN 5% INJ 250ML,3566.0,427.0,427.0,1522682.0,1522682.0,Childrens Hospital of Los Angeles,2019
189,7630 Radiology Diagnostic,763003013 X/R ABD SINGLE VW (KUB),3816.0,388.0,388.0,1480608.0,1480608.0,Childrens Hospital of Los Angeles,2019
190,6070 3 West - NICU,607012951 ECMO NEONATE EA ADD'L DAY,59.0,25098.0,28252.0,1480782.0,1666868.0,Childrens Hospital of Los Angeles,2019
191,7710 Pharmacy,771032713 BOTULINUM TOXIN TYPE A 1 UNIT,38887.0,38.0,38.0,1477706.0,1477706.0,Childrens Hospital of Los Angeles,2019
192,7650 Nuclear Radiology,765001916 RADIOPHARM I-123 MIBG,210.0,6998.0,6998.0,1469580.0,1469580.0,Childrens Hospital of Los Angeles,2019
193,7710 Pharmacy,771020510 ZOFRAN ODT 4MG TABLET,8272.0,171.0,171.0,1414512.0,1414512.0,Childrens Hospital of Los Angeles,2019
194,7592 Invasive - Cath Lab,759245803 RT & TRSPTL LT OPN CONGEN W/WEDGE,83.0,16873.0,,1400459.0,0.0,Childrens Hospital of Los Angeles,2019
195,7710 Pharmacy,771001952 ETOPOSIDE INJ 20MG/ML,7439.0,188.0,188.0,1398532.0,1398532.0,Childrens Hospital of Los Angeles,2019
196,7540 Blood Bank,754011702 CROSSMATCH IMMEDIATE SPIN,10684.0,130.0,130.0,1388920.0,1388920.0,Childrens Hospital of Los Angeles,2019
197,6289 Cardiovascular,628921000 PEDS MED SURG,191.0,7204.0,7937.0,1375964.0,1515967.0,Childrens Hospital of Los Angeles,2019
198,7710 Pharmacy,771021900 OMALIZUMAB 5MG INJ,6060.0,225.0,225.0,1363500.0,1363500.0,Childrens Hospital of Los Angeles,2019
199,7720 Respiratory Care,772020185 MED NEB INITIAL,5323.0,255.0,258.0,1357365.0,1373334.0,Childrens Hospital of Los Angeles,2019
200,7541 Point-Of-Care & Blood Gases,754110500 POC GLUCOSE,33879.0,40.0,43.0,1355160.0,1456797.0,Childrens Hospital of Los Angeles,2019
201,7420 Operating Room,742038831 SCREW 5.5X30MM 55840005530,521.0,2578.0,2658.0,1343138.0,1384818.0,Childrens Hospital of Los Angeles,2019
202,7710 Pharmacy,771021445 FUROSEMIDE 20MG INJ,27087.0,49.0,49.0,1327263.0,1327263.0,Childrens Hospital of Los Angeles,2019
203,7398 Infusion Center,739811055 CHEMO IV INFUSION 1ST HR,1921.0,689.0,758.0,1323569.0,1456118.0,Childrens Hospital of Los Angeles,2019
204,7503 Lab Chemistry,750345100 LIPID PANEL,6520.0,203.0,209.0,1323560.0,1362680.0,Childrens Hospital of Los Angeles,2019
205,7710 Pharmacy,771020335 PALIVIZUMAB ( SYNAGIS) 50MG INJ,273.0,4822.0,4822.0,1316406.0,1316406.0,Childrens Hospital of Los Angeles,2019
206,7773 PT Inpatient,777314071 PT EVAL MOD COMPLEX,2474.0,528.0,528.0,1306272.0,1306272.0,Childrens Hospital of Los Angeles,2019
207,7710 Pharmacy,771000460 MYCOPHENOLATE 500MG IV,1634.0,790.0,791.0,1290860.0,1292494.0,Childrens Hospital of Los Angeles,2019
208,7190 Hem/Onc Outpatient,719020002 EST PATIENT OP CLINIC LVL 2,6220.0,207.0,211.0,1287540.0,1312420.0,Childrens Hospital of Los Angeles,2019
209,7640 Radiation Oncology,764010739 BASIC RAD DOSIMETRY CALCS,623.0,2048.0,2048.0,1275904.0,1275904.0,Childrens Hospital of Los Angeles,2019
210,7710 Pharmacy,771015173 CEFAZOLIN INJ 500MG INJ,17927.0,70.0,70.0,1254890.0,1254890.0,Childrens Hospital of Los Angeles,2019
211,7710 Pharmacy,771025065 FERRIC CARBOXYMALTOSE INJ 1MG INJ,45629.0,27.0,25.0,1231983.0,1140725.0,Childrens Hospital of Los Angeles,2019
212,7710 Pharmacy,771001655 DACTINOMYCIN INJ 500MCG VIAL,372.0,3350.0,3350.0,1246200.0,1246200.0,Childrens Hospital of Los Angeles,2019
213,7591 Non Invasive Cardiology,759144059 EKG TRACING,8664.0,143.0,143.0,1238952.0,1238952.0,Childrens Hospital of Los Angeles,2019
214,7504 Lab Transplant Immunology,750422403 ADDITIONAL FLOW MARKERS,11793.0,104.0,108.0,1226472.0,1273644.0,Childrens Hospital of Los Angeles,2019
215,7541 Point-Of-Care & Blood Gases,754150002 EPOC SODIUM (NA),38405.0,32.0,35.0,1228960.0,1344175.0,Childrens Hospital of Los Angeles,2019
216,7670 Diagnostic Ultra-Sound,767000102 U/S ABDOMEN LIMITED,2354.0,520.0,520.0,1224080.0,1224080.0,Childrens Hospital of Los Angeles,2019
217,7710 Pharmacy,771014158 ALTEPLASE (TPA) 1MG/ML INJ,2971.0,412.0,412.0,1224052.0,1224052.0,Childrens Hospital of Los Angeles,2019
218,7660 MRI Scans,766002638 LEVEL III,1272.0,944.0,991.0,1200768.0,1260552.0,Childrens Hospital of Los Angeles,2019
219,7710 Pharmacy,771015355 CEFTAZIDIME INJ 1GM VIAL,9292.0,129.0,129.0,1198668.0,1198668.0,Childrens Hospital of Los Angeles,2019
220,7526 Molecular Diagnostics,752671345 MCM EBV QUANTITATIVE PCR,3622.0,330.0,330.0,1195260.0,1195260.0,Childrens Hospital of Los Angeles,2019
221,7076 Orthopedic Clinic,707620002 EST PATIENT OP CLINIC LVL 2,5762.0,207.0,211.0,1192734.0,1215782.0,Childrens Hospital of Los Angeles,2019
222,7184 Pediatric Dental Clinic,718460600 USE OF ROOM CHARGE,8625.0,137.0,139.0,1181625.0,1198875.0,Childrens Hospital of Los Angeles,2019
223,7526 Molecular Diagnostics,752671285 MCM CMV QUANTITATIVE PCR,3570.0,330.0,330.0,1178100.0,1178100.0,Childrens Hospital of Los Angeles,2019
224,7398 Infusion Center,739811045 IV INF THER INIT 0-60MIN,3636.0,324.0,340.0,1178064.0,1236240.0,Childrens Hospital of Los Angeles,2019
225,7501 Lab Hematology,750154208 PARTIAL THROMBOPLASTIN TIME,13698.0,85.0,88.0,1164330.0,1205424.0,Childrens Hospital of Los Angeles,2019
226,7730 Pulmonary Physiology Lab,773012007 DIFFUSING CAPACITY,2432.0,480.0,494.0,1167360.0,1201408.0,Childrens Hospital of Los Angeles,2019
227,7710 Pharmacy,771010521 ACETAMINOPHEN LIQ 160 MG/ 5 ML,77548.0,15.0,15.0,1163220.0,1163220.0,Childrens Hospital of Los Angeles,2019
228,7501 Lab Hematology,750155304 PROTHROMBIN TIME,16926.0,68.0,70.0,1150968.0,1184820.0,Childrens Hospital of Los Angeles,2019
229,7541 Point-Of-Care & Blood Gases,754150003 EPOC POTASSIUM (K),38405.0,30.0,33.0,1152150.0,1267365.0,Childrens Hospital of Los Angeles,2019
230,7502 Lab Microbiology,750232604 CULT DEFIN BLOOD,12125.0,95.0,98.0,1151875.0,1188250.0,Childrens Hospital of Los Angeles,2019
231,7503 Lab Chemistry,750347820 THYROXINE FREE (FREE T4),8828.0,129.0,133.0,1138812.0,1174124.0,Childrens Hospital of Los Angeles,2019
232,7710 Pharmacy,771000064 KETOROLAC 30 MG/ML INJ,13876.0,82.0,82.0,1137832.0,1137832.0,Childrens Hospital of Los Angeles,2019
233,7640 Radiation Oncology,764065084 IMRT PLANNING,62.0,18238.0,18238.0,1130756.0,1130756.0,Childrens Hospital of Los Angeles,2019
234,7640 Radiation Oncology,764010820 CON T MED PHYSICS CONSULT,329.0,3432.0,3432.0,1129128.0,1129128.0,Childrens Hospital of Los Angeles,2019
235,7670 Diagnostic Ultra-Sound,767000110 U/S ABDOMEN B SCAN COMP,1439.0,779.0,779.0,1120981.0,1120981.0,Childrens Hospital of Los Angeles,2019
236,7546 Therapeutic Apheresis Center,754631140 BDC EXTRACORPOREAL PHOTOPHERESIS,87.0,12742.0,12742.0,1108554.0,1108554.0,Childrens Hospital of Los Angeles,2019
237,7660 MRI Scans,766065336 MRI CARDIAC FUNC W/WO MORP. COMP,295.0,3731.0,3916.0,1100645.0,1155220.0,Childrens Hospital of Los Angeles,2019
238,7710 Pharmacy,771022801 LEVETIRACETAM INJ 500MG/5ML,7348.0,149.0,149.0,1094852.0,1094852.0,Childrens Hospital of Los Angeles,2019
239,7710 Pharmacy,771001973 NON-FORMULARY 1 DOSE,18675.0,59.0,24.0,1101825.0,448200.0,Childrens Hospital of Los Angeles,2019
240,7710 Pharmacy,771035635 THROMBIN RECOMB TOP 5000 UNIT PWD,2136.0,511.0,512.0,1091496.0,1093632.0,Childrens Hospital of Los Angeles,2019
241,7770 PT Outpatient,777012062 PT THERAPEUTIC ACTIVITIES 15 MIN,7733.0,140.0,140.0,1082620.0,1082620.0,Childrens Hospital of Los Angeles,2019
242,7710 Pharmacy,771021680 LEVALBUTEROL 0.63MG/3ML INH SOLN,28716.0,38.0,38.0,1091208.0,1091208.0,Childrens Hospital of Los Angeles,2019
243,7710 Pharmacy,771022915 ABATACEPT(ORENCIA) 10MG INJ,12301.0,87.0,87.0,1070187.0,1070187.0,Childrens Hospital of Los Angeles,2019
244,7710 Pharmacy,771018599 DEXAMETHASONE INJ 4MG/1ML VIAL,13344.0,80.0,80.0,1067520.0,1067520.0,Childrens Hospital of Los Angeles,2019
245,7710 Pharmacy,771021715 SILDENAFIL 5MG/2ML ORAL SUSP,35830.0,29.0,30.0,1039070.0,1074900.0,Childrens Hospital of Los Angeles,2019
246,7710 Pharmacy,771090166 ALBUTEROL 0.083% INH SOLN 3ML,21600.0,49.0,49.0,1058400.0,1058400.0,Childrens Hospital of Los Angeles,2019
247,7660 MRI Scans,766000336 MRI LWR EXT NOT JT WO/W CONT,228.0,4586.0,4814.0,1045608.0,1097592.0,Childrens Hospital of Los Angeles,2019
248,7640 Radiation Oncology,"764046451 SIMULATION,3DIMENSIONAL",47.0,22156.0,22156.0,1041332.0,1041332.0,Childrens Hospital of Los Angeles,2019
249,7710 Pharmacy,771093988 FACTR VIII(RECOBINANT)INJ 1UNT,169620.0,6.0,6.0,1017720.0,1017720.0,Childrens Hospital of Los Angeles,2019
250,7501 Lab Hematology,750150101 ANTI-XA HEPARIN ASSAY,4993.0,204.0,209.0,1018572.0,1043537.0,Childrens Hospital of Los Angeles,2019
251,7525 Cytogenetics,752568013 MOL CGS DNA PROBE EACH,1744.0,580.0,580.0,1011520.0,1011520.0,Childrens Hospital of Los Angeles,2019
252,7740 Hemodialysis,774000760 INJ HEPARIN 1000 UNITS,11868.0,84.0,84.0,996912.0,996912.0,Childrens Hospital of Los Angeles,2019
253,7710 Pharmacy,771022104 GLYCOPYROLATE INJ 0.2MG/1ML VIAL,20811.0,48.0,48.0,998928.0,998928.0,Childrens Hospital of Los Angeles,2019
254,7640 Radiation Oncology,764011141 SPECIAL TREATMENT PROC TBI,112.0,8827.0,8827.0,988624.0,988624.0,Childrens Hospital of Los Angeles,2019
255,6052 2 West - CTICU,605212936 ECMO NEONATE 1ST DAY,24.0,41061.0,45543.0,985464.0,1093032.0,Childrens Hospital of Los Angeles,2019
256,7525 Cytogenetics,752568016 MOL CGS INTR ISH 100-300 CELLS,1103.0,890.0,890.0,981670.0,981670.0,Childrens Hospital of Los Angeles,2019
257,7660 MRI Scans,766065330 MRI LOWER EXT ANY JT W/WO CONTRAS,215.0,4555.0,4780.0,979325.0,1027700.0,Childrens Hospital of Los Angeles,2019
258,7660 MRI Scans,766065429 MRA CHEST W/WO CONTRAST,208.0,4700.0,4931.0,977600.0,1025648.0,Childrens Hospital of Los Angeles,2019
259,7710 Pharmacy,771021820 THYMOGLOBULIN(RABBIT ATG)25MG INJ,391.0,2469.0,2469.0,965379.0,965379.0,Childrens Hospital of Los Angeles,2019
260,7640 Radiation Oncology,764045859 TX DEL >= 1MV COMP,366.0,2605.0,2605.0,953430.0,953430.0,Childrens Hospital of Los Angeles,2019
261,7710 Pharmacy,771011628 IBUPROFEN 100MG/5ML ORAL SUSP,55728.0,17.0,17.0,947376.0,947376.0,Childrens Hospital of Los Angeles,2019
262,7592 Invasive - Cath Lab,759293544 AORTOGRAM,211.0,4481.0,4629.0,945491.0,976719.0,Childrens Hospital of Los Angeles,2019
263,7541 Point-Of-Care & Blood Gases,"754130012 URINE DIPSTICK, POCT CLINITEK",23591.0,40.0,44.0,943640.0,1038004.0,Childrens Hospital of Los Angeles,2019
264,7420 Operating Room,742038339 STIMULATOR ACTIVA RC 37612,14.0,67134.0,69148.0,939876.0,968072.0,Childrens Hospital of Los Angeles,2019
265,7010 Emergency Department,701013159 INHALATION TREATMENTS,3682.0,255.0,258.0,938910.0,949956.0,Childrens Hospital of Los Angeles,2019
266,7420 Operating Room,742043320 GENERATOR ASPIRE SR MODEL 106,14.0,66406.0,,929684.0,0.0,Childrens Hospital of Los Angeles,2019
267,7630 Radiology Diagnostic,763002106 X/R ELBOW COMPLETE MIN 3 VWS,1382.0,672.0,672.0,928704.0,928704.0,Childrens Hospital of Los Angeles,2019
268,7710 Pharmacy,771021260 BUSULFAN 6MG/ML INJ 1ML,1197.0,770.0,770.0,921690.0,921690.0,Childrens Hospital of Los Angeles,2019
269,7502 Lab Microbiology,750232005 MRSA SCREEN,15292.0,60.0,62.0,917520.0,948104.0,Childrens Hospital of Los Angeles,2019
270,7710 Pharmacy,771022485 ESMOLOL 20MG/ML IN D5W 30ML,1658.0,548.0,548.0,908584.0,908584.0,Childrens Hospital of Los Angeles,2019
271,7730 Pulmonary Physiology Lab,773007007 LUNG VOLUMES,2432.0,372.0,383.0,904704.0,931456.0,Childrens Hospital of Los Angeles,2019
272,7710 Pharmacy,771023710 IDURSULFASE (ELAPRASE) 1MG INJ,513.0,1753.0,1753.0,899289.0,899289.0,Childrens Hospital of Los Angeles,2019
273,7630 Radiology Diagnostic,763001637 PELVIS 1 OR 2 VIEWS,1561.0,575.0,575.0,897575.0,897575.0,Childrens Hospital of Los Angeles,2019
274,7710 Pharmacy,771024487 ARSENIC TRIOXIDE 1MG INJ,5879.0,152.0,190.0,893608.0,1117010.0,Childrens Hospital of Los Angeles,2019
275,7710 Pharmacy,771011248 ALBUMIN 25% INJ 100ML,1100.0,811.0,811.0,892100.0,892100.0,Childrens Hospital of Los Angeles,2019
276,7710 Pharmacy,771080421 TACROLIMUS 5 MG INJ,802.0,1101.0,1101.0,883002.0,883002.0,Childrens Hospital of Los Angeles,2019
277,7778 Outpatient OT,777811026 OT THERAPEUTIC ACTIVITIES 15 MIN,6294.0,140.0,140.0,881160.0,881160.0,Childrens Hospital of Los Angeles,2019
278,7721 Emergency Transport,772165041 INJ THER IV PUSH SINGL OR INIT,2226.0,393.0,395.0,874818.0,879270.0,Childrens Hospital of Los Angeles,2019
279,7743 Peritoneal Dialysis,774390919 ESRD SVCS FULL MONTH AGE 2-11,72.0,12137.0,12137.0,873864.0,873864.0,Childrens Hospital of Los Angeles,2019
280,7420 Operating Room,742045603 TOP CLOSURE SHEAR OFF VITALITY 07,1004.0,869.0,870.0,872476.0,873480.0,Childrens Hospital of Los Angeles,2019
281,7660 MRI Scans,766000252 MRI ABD WO CONT,243.0,3571.0,3748.0,867753.0,910764.0,Childrens Hospital of Los Angeles,2019
282,7540 Blood Bank,754010530 ABO BLOOD TYPE,13130.0,66.0,66.0,866580.0,866580.0,Childrens Hospital of Los Angeles,2019
283,7740 Hemodialysis,774066331 INJ ESRD EPOGEN 1000 UNITS,9708.0,89.0,89.0,864012.0,864012.0,Childrens Hospital of Los Angeles,2019
284,7631 Intervention Radiology,763166806 IR EMBOLIZATION VEN CONDS NON-HEM,80.0,10799.0,11071.0,863920.0,885680.0,Childrens Hospital of Los Angeles,2019
285,7526 Molecular Diagnostics,752671528 MCM RESPIRATORY VIRUS PANEL 1,1598.0,540.0,540.0,862920.0,862920.0,Childrens Hospital of Los Angeles,2019
286,7420 Operating Room,742034500 GRAFT THICK PULMONARY PATCH 352,95.0,9081.0,9358.0,862695.0,889010.0,Childrens Hospital of Los Angeles,2019
287,7710 Pharmacy,771015207 CEFAZOLIN INJ 1GM VIAL,10207.0,84.0,84.0,857388.0,857388.0,Childrens Hospital of Los Angeles,2019
288,7182 Allergy Clinic,718295003 ALLERY SKIN TESTS ROUTINE,7916.0,108.0,108.0,854928.0,854928.0,Childrens Hospital of Los Angeles,2019
289,7743 Peritoneal Dialysis,774390920 ESRD SVCS FULL MONTH 12-19,74.0,11550.0,11550.0,854700.0,854700.0,Childrens Hospital of Los Angeles,2019
290,6052 2 West - CTICU,605241001 CARDIAC TRANS,54.0,15790.0,17685.0,852660.0,954990.0,Childrens Hospital of Los Angeles,2019
291,3100 CPM Clinical Operations,310020005 CPM CHROM MICROARRAY ONCOLOGY,223.0,3800.0,3800.0,847400.0,847400.0,Childrens Hospital of Los Angeles,2019
292,7420 Operating Room,742044672 SCREW 5.5X35MM 07020000031,369.0,2273.0,2344.0,838737.0,864936.0,Childrens Hospital of Los Angeles,2019
293,7630 Radiology Diagnostic,763004144 X/R URETHROCYSTO VOIDING,789.0,1056.0,1056.0,833184.0,833184.0,Childrens Hospital of Los Angeles,2019
294,7781 Rehab Services OP - Audiology,778110020 EVOKED OAE (3-6 FREQ),1855.0,449.0,449.0,832895.0,832895.0,Childrens Hospital of Los Angeles,2019
295,7511 Special Chemistry,751140120 TACROLIMUS (FK506),6187.0,134.0,134.0,829058.0,829058.0,Childrens Hospital of Los Angeles,2019
296,7501 Lab Hematology,750153200 FIBRINOGEN ACTIVITY,7628.0,109.0,112.0,831452.0,854336.0,Childrens Hospital of Los Angeles,2019
297,7630 Radiology Diagnostic,763002668 X/R ANKLE COMPLETE,1309.0,635.0,635.0,831215.0,831215.0,Childrens Hospital of Los Angeles,2019
298,7505 Outside Lab Services,750599906 LAB PROCESS HANDLING FEE,25919.0,32.0,32.0,829408.0,829408.0,Childrens Hospital of Los Angeles,2019
299,7592 Invasive - Cath Lab,759293613 EPS INTRACARDIAC 3D MAPPING,83.0,9915.0,10212.0,822945.0,847596.0,Childrens Hospital of Los Angeles,2019
300,7190 Hem/Onc Outpatient,719035818 INJ CHEMO IV PUSH INIT DRUG,1566.0,525.0,525.0,822150.0,822150.0,Childrens Hospital of Los Angeles,2019
301,7710 Pharmacy,771022655 CLINDAMYCIN 300MG 16.67ML D5W INJ,8212.0,100.0,100.0,821200.0,821200.0,Childrens Hospital of Los Angeles,2019
302,7540 Blood Bank,754013807 IRRAD BLD PRODUCT,11684.0,70.0,70.0,817880.0,817880.0,Childrens Hospital of Los Angeles,2019
303,7660 MRI Scans,766065422 MRI CERVICAL W/ CONTRAST,203.0,4024.0,4222.0,816872.0,857066.0,Childrens Hospital of Los Angeles,2019
304,7660 MRI Scans,766065426 MRI LUMBAR W/CONTRAST,203.0,4023.0,4221.0,816669.0,856863.0,Childrens Hospital of Los Angeles,2019
305,7650 Nuclear Radiology,765005552 TUMOR LOCAL W/SPECT,203.0,4014.0,4014.0,814842.0,814842.0,Childrens Hospital of Los Angeles,2019
306,7710 Pharmacy,771061413 5%D/0.45% NACL + 20MEQ KCL 1L,11451.0,71.0,71.0,813021.0,813021.0,Childrens Hospital of Los Angeles,2019
307,7528 Anatomic Pathology Lab,752802001 GROSS & MICRO ABN UNCMP LEVEL III,2904.0,279.0,287.0,810216.0,833448.0,Childrens Hospital of Los Angeles,2019
308,7710 Pharmacy,771005154 DEXRAZOXANE 250MG INJ,629.0,1286.0,1286.0,808894.0,808894.0,Childrens Hospital of Los Angeles,2019
309,7264 Ophthalmology Clinic (Eye Clc),726410007 EST PATIENT OP CLINC LVL 2,3889.0,207.0,211.0,805023.0,820579.0,Childrens Hospital of Los Angeles,2019
310,7591 Non Invasive Cardiology,759144414 TRANSESOPHAGEAL ECHO CONGNTL ANOM,978.0,823.0,823.0,804894.0,804894.0,Childrens Hospital of Los Angeles,2019
311,7540 Blood Bank,754011553 LAB ANTIBODY SCREEN,10008.0,80.0,80.0,800640.0,800640.0,Childrens Hospital of Los Angeles,2019
312,7630 Radiology Diagnostic,763000312 X/R THORACLUMBAR JUNCT,1318.0,604.0,604.0,796072.0,796072.0,Childrens Hospital of Los Angeles,2019
313,7660 MRI Scans,766065424 MRI THORACIC W/ CONTRAST,203.0,3893.0,4085.0,790279.0,829255.0,Childrens Hospital of Los Angeles,2019
314,7660 MRI Scans,766065433 MRI CHEST W/WO CONTRAST,160.0,4927.0,5173.0,788320.0,827680.0,Childrens Hospital of Los Angeles,2019
315,7710 Pharmacy,771024082 OXACILLIN 40MG/ML INJ,15872.0,50.0,50.0,793600.0,793600.0,Childrens Hospital of Los Angeles,2019
316,7710 Pharmacy,771020650 MIRALAX POWDER 17 GM PACKET,14044.0,56.0,56.0,786464.0,786464.0,Childrens Hospital of Los Angeles,2019
317,7773 PT Inpatient,777314034 PT THER EXERCISE 15MIN,5590.0,140.0,140.0,782600.0,782600.0,Childrens Hospital of Los Angeles,2019
318,7502 Lab Microbiology,750231980 STOOL BACTERIAL MOLECULAR PCR,1857.0,419.0,432.0,778083.0,802224.0,Childrens Hospital of Los Angeles,2019
319,7398 Infusion Center,739865007 INJ THER IV PUSH EA ADDTL DRUG,5621.0,137.0,144.0,770077.0,809424.0,Childrens Hospital of Los Angeles,2019
320,7630 Radiology Diagnostic,763000536 X/R HAND COMPLETE IN 3 VWS,821.0,934.0,934.0,766814.0,766814.0,Childrens Hospital of Los Angeles,2019
321,7710 Pharmacy,771019431 DIPHENHYDRAMINE INJ 50MG/1ML V,14970.0,51.0,51.0,763470.0,763470.0,Childrens Hospital of Los Angeles,2019
322,7631 Intervention Radiology,763167115 IR REPLACEMENT OFG J-TUBE,279.0,2729.0,2733.0,761391.0,762507.0,Childrens Hospital of Los Angeles,2019
323,7420 Operating Room,742045502 IMPLANT COCHLEAR NUCLEUS CI532,13.0,58421.0,60174.0,759473.0,782262.0,Childrens Hospital of Los Angeles,2019
324,7503 Lab Chemistry,750348152 TRIGLYCERIDES,12035.0,63.0,65.0,758205.0,782275.0,Childrens Hospital of Los Angeles,2019
325,7710 Pharmacy,771024955 ETEPLIRSEN(EXONDYS51)50MG/ML 2ML,204.0,3715.0,,757860.0,0.0,Childrens Hospital of Los Angeles,2019
326,7870 Clinical Nutrition,"787065010 RD ASSES, EVAL, INTER-CCS",15115.0,50.0,50.0,755750.0,755750.0,Childrens Hospital of Los Angeles,2019
327,7710 Pharmacy,771020070 CHLOROTHIAZIDE 2.8MG/ML IV DILN,8853.0,85.0,85.0,752505.0,752505.0,Childrens Hospital of Los Angeles,2019
328,7630 Radiology Diagnostic,763000494 X/R FOREARM AP & LAT,1668.0,448.0,448.0,747264.0,747264.0,Childrens Hospital of Los Angeles,2019
329,7710 Pharmacy,771066206 CYKLOKAPRON 1GM INJ,2690.0,278.0,278.0,747820.0,747820.0,Childrens Hospital of Los Angeles,2019
330,7420 Operating Room,742033048 PACK PEDI HEART,592.0,1252.0,1256.0,741184.0,743552.0,Childrens Hospital of Los Angeles,2019
