,Px/Rx/Sx,CDM Code,Description,REV,HCPCS,Price,Hospital,Year
205,Sx00000005714,2780000106,ALLO CHIPS 1-8MM 60CC CAN60,278,,3675.25,Community Hospital of the Monterey Peninsula,2019
206,Sx00000005715,2780000106,ALLO CONDYLE HEMI 32147001,278,,36887.5,Community Hospital of the Monterey Peninsula,2019
207,Sx00000005716,2780000106,ALLO CONDYLE HEMI 32147002,278,,1256.47,Community Hospital of the Monterey Peninsula,2019
208,Sx00000018574,2780000106,ALLO CONDYLE PARTIAL RT LAT,278,,29442.64,Community Hospital of the Monterey Peninsula,2019
209,Sx00000005717,2780000106,ALLO CORMATRIX 5/BX CMCV004401,278,,5462.63,Community Hospital of the Monterey Peninsula,2019
210,Sx00000005718,2780000106,ALLO CORNERSTONE 10MM 270100,278,,5086.88,Community Hospital of the Monterey Peninsula,2019
211,Sx00000001231,2780000106,ALLO CORNERSTONE 245741,278,,5562.83,Community Hospital of the Monterey Peninsula,2019
212,Sx00000001232,2780000106,ALLO CORNERSTONE 245841,278,,5128.63,Community Hospital of the Monterey Peninsula,2019
213,Sx00000001755,2780000106,ALLO CORNERSTONE 451666,278,,1393.94,Community Hospital of the Monterey Peninsula,2019
214,Sx00000027105,2780000106,ALLO CORNERSTONE 545641,278,,5128.63,Community Hospital of the Monterey Peninsula,2019
215,Sx00000005719,2780000106,ALLO CORNERSTONE 5MM 270050,278,,4828.23,Community Hospital of the Monterey Peninsula,2019
216,Sx00000005720,2780000106,ALLO CORNERSTONE 5MM 870050,278,,4828.23,Community Hospital of the Monterey Peninsula,2019
217,Sx00000005721,2780000106,ALLO CORNERSTONE 6MM 270060,278,,4828.23,Community Hospital of the Monterey Peninsula,2019
218,Sx00000005722,2780000106,ALLO CORNERSTONE 7MM 270070,278,,4828.23,Community Hospital of the Monterey Peninsula,2019
219,Sx00000005723,2780000106,ALLO CORNERSTONE 8MM 270080,278,,4828.23,Community Hospital of the Monterey Peninsula,2019
220,Sx00000001228,2780000106,ALLO CORNERSTONE ASR 245041,278,,5128.63,Community Hospital of the Monterey Peninsula,2019
221,Sx00000001229,2780000106,ALLO CORNERSTONE ASR 245241,278,,5128.63,Community Hospital of the Monterey Peninsula,2019
222,Sx00000001230,2780000106,ALLO CORNERSTONE ASR 245341,278,,5562.83,Community Hospital of the Monterey Peninsula,2019
223,Sx00000002758,2780000106,ALLO CORNERSTONE ASR 245641,278,,5796.63,Community Hospital of the Monterey Peninsula,2019
224,Sx00000005725,2780000106,ALLO CRT STRUT 20CM FRZN FCS,278,,2627.82,Community Hospital of the Monterey Peninsula,2019
225,Sx00000018575,2780000106,ALLO DERMACELL 6X12CM DCELL251,278,,10079.34,Community Hospital of the Monterey Peninsula,2019
226,Sx00000005726,2780000106,ALLO DERMIS 6X16CM 011616,278,,15148.63,Community Hospital of the Monterey Peninsula,2019
227,Sx00000005727,2780000106,ALLO DERMIS AFLEX200,278,,11594.66,Community Hospital of the Monterey Peninsula,2019
228,Sx00000002960,2780000106,ALLO DURAGEN 1X1 5/BX ID1105,278,,6364.17,Community Hospital of the Monterey Peninsula,2019
229,Sx00000005728,2780000106,ALLO DURAGEN 1X1 ID1101,278,,1479.75,Community Hospital of the Monterey Peninsula,2019
230,Sx00000003190,2780000106,ALLO DURAGEN 3X3 5/BX ID3305,278,,16182.81,Community Hospital of the Monterey Peninsula,2019
231,Sx00000005729,2780000106,ALLO DURAGEN 3X3 ID3301,278,,3983.1,Community Hospital of the Monterey Peninsula,2019
232,Sx00000000401,2780000106,ALLO DWL BONE 20X26 401320,278,,10138.63,Community Hospital of the Monterey Peninsula,2019
233,Sx00000005730,2780000106,ALLO FASCIA LATA 14415150,278,,3564.78,Community Hospital of the Monterey Peninsula,2019
234,Sx00000026430,2780000106,ALLO FEM CORT STRUT 15X100 CS,278,,4574.6,Community Hospital of the Monterey Peninsula,2019
235,Sx00000002893,2780000106,ALLO FEM DIS 15717001,278,,13186.38,Community Hospital of the Monterey Peninsula,2019
236,Sx00000005731,2780000106,ALLO FEM HEAD 4.8CM 14817048,278,,6631.63,Community Hospital of the Monterey Peninsula,2019
237,Sx00000005732,2780000106,ALLO FEM STRUT CRT 12117024,278,,2454.23,Community Hospital of the Monterey Peninsula,2019
238,Sx00000005733,2780000106,ALLO FEM STRUT CRT 150486,278,,4999.2,Community Hospital of the Monterey Peninsula,2019
239,Sx00000005734,2780000106,ALLO FEM STRUT CRT 450486,278,,4999.2,Community Hospital of the Monterey Peninsula,2019
240,Sx00000021776,2780000106,ALLO FIB SEGMENT 100MM PFIB,278,,3769.35,Community Hospital of the Monterey Peninsula,2019
241,Sx00000005611,2780000106,ALLO FIB SHAFT 4CM,278,,2425.0,Community Hospital of the Monterey Peninsula,2019
242,Sx00000005737,2780000106,ALLO FIB SHAFT 6CM,278,,5567.0,Community Hospital of the Monterey Peninsula,2019
243,Sx00000005735,2780000106,ALLO FIB SHAFT 6CM FIB60,278,,3253.82,Community Hospital of the Monterey Peninsula,2019
244,Sx00000005736,2780000106,ALLO FIB SHAFT 6CM VFIBS60,278,,5290.62,Community Hospital of the Monterey Peninsula,2019
245,Sx00000001795,2780000134,ALLO FRZN 453012,278,C1762,13311.63,Community Hospital of the Monterey Peninsula,2019
246,Sx00000005738,2780000106,ALLO GAMMAGRAFT LG GG625,278,,2132.75,Community Hospital of the Monterey Peninsula,2019
247,Sx00000005739,2780000106,ALLO GRAFT ARTHROFLX AFLEX301,278,,17870.73,Community Hospital of the Monterey Peninsula,2019
248,Sx00000005740,2780000106,ALLO GRAFT ARTHROFLX AFLX101,278,,11829.5,Community Hospital of the Monterey Peninsula,2019
249,Sx00000005741,2780000106,ALLO GRAFT CERV 5X7 VG1CT57P,278,,5281.85,Community Hospital of the Monterey Peninsula,2019
250,Sx00000005742,2780000106,ALLO GRAFT CERV 6X8 VG1CT68P,278,,5281.85,Community Hospital of the Monterey Peninsula,2019
251,Sx00000005743,2780000106,ALLO GRAFT CERV VG1CT46P,278,,5281.85,Community Hospital of the Monterey Peninsula,2019
252,Sx00000005744,2780000106,ALLO GRAFT CERV VG1CT68,278,,4407.62,Community Hospital of the Monterey Peninsula,2019
253,Sx00000005745,2780000106,ALLO GRAFT CERV VG2CT68P,278,,5276.0,Community Hospital of the Monterey Peninsula,2019
254,Sx00000005746,2780000230,ALLO GRAFT OASIS MATRIX 7X10CM,278,Q4102,5045.13,Community Hospital of the Monterey Peninsula,2019
255,Sx00000000198,2780000106,ALLO GRAFTON GEL 1CC 121120,278,,1156.64,Community Hospital of the Monterey Peninsula,2019
256,Sx00000005747,2780000106,ALLO GRAFTON PUTTY 10CC A43110,278,,6777.75,Community Hospital of the Monterey Peninsula,2019
257,Sx00000005748,2780000106,ALLO GRAFTON PUTTY 523102,278,,1256.0,Community Hospital of the Monterey Peninsula,2019
258,Sx00000000492,2780000106,ALLO GRAFTON PUTTY10CC 123110,278,,6569.0,Community Hospital of the Monterey Peninsula,2019
259,Sx00000016948,2780000106,ALLO HEMI CONDYLE FC10,278,,31376.5,Community Hospital of the Monterey Peninsula,2019
260,Sx00000000977,2780000134,ALLO HEMI PATEL TNDN 130010,278,C1762,6239.18,Community Hospital of the Monterey Peninsula,2019
261,Sx00000000308,2780000134,ALLO HEMI PATEL TNDN 44713803,278,C1762,6402.0,Community Hospital of the Monterey Peninsula,2019
262,Sx00000017197,2780000106,ALLO HYDROSORB 10X22MM,278,,10556.13,Community Hospital of the Monterey Peninsula,2019
263,Sx00000017198,2780000106,ALLO HYDROSORB 12X22MM,278,,10376.6,Community Hospital of the Monterey Peninsula,2019
264,Sx00000017199,2780000106,ALLO HYDROSORB 12X26MM,278,,10556.13,Community Hospital of the Monterey Peninsula,2019
265,Sx00000017214,2780000106,ALLO HYDROSORB 14X22MM,278,,10376.6,Community Hospital of the Monterey Peninsula,2019
266,Sx00000017196,2780000106,ALLO HYDROSORB 8X22MM,278,,10376.6,Community Hospital of the Monterey Peninsula,2019
267,Sx00000018576,2780000106,ALLO IGNITE POWER MIX 4CC,278,,11203.25,Community Hospital of the Monterey Peninsula,2019
268,Sx00000000187,2780000106,ALLO ILIAC CREST WDG 16-18MM,278,,5575.35,Community Hospital of the Monterey Peninsula,2019
269,Sx00000000211,2780000106,ALLO ILIAC CREST WDG 8MM,278,,4377.23,Community Hospital of the Monterey Peninsula,2019
270,Sx00000001805,2780000106,ALLO ILIAC WDG 16-18MM,278,,5454.28,Community Hospital of the Monterey Peninsula,2019
271,Sx00000005749,2780000106,ALLO ILIAC WDG 8MM PICW08,278,,3184.27,Community Hospital of the Monterey Peninsula,2019
272,Sx00000001814,2780000106,ALLO ILIAC WDG 9MM  500401,278,,3962.24,Community Hospital of the Monterey Peninsula,2019
273,Sx00000029224,2780000106,ALLO ILLIAC CREST WDG 16/18MM,278,,6882.13,Community Hospital of the Monterey Peninsula,2019
274,Sx00000017295,2780000106,ALLO INTEXEN 2X7 72404062,278,,2688.03,Community Hospital of the Monterey Peninsula,2019
275,Sx00000005751,2780000106,ALLO LORDOTIC 11X14X11 345141,278,,5488.3,Community Hospital of the Monterey Peninsula,2019
276,Sx00000005752,2780000106,ALLO LORDOTIC 12X14X11 345241,278,,5562.83,Community Hospital of the Monterey Peninsula,2019
277,Sx00000005753,2780000106,ALLO LORDOTIC 5X14X11 345541,278,,5488.3,Community Hospital of the Monterey Peninsula,2019
278,Sx00000005754,2780000106,ALLO LORDOTIC 6X14X11 345641,278,,5488.3,Community Hospital of the Monterey Peninsula,2019
279,Sx00000005755,2780000106,ALLO LORDOTIC 7X14X11 345741,278,,5488.3,Community Hospital of the Monterey Peninsula,2019
280,Sx00000005756,2780000106,ALLO LORDOTIC 8X14X11 345841,278,,5488.3,Community Hospital of the Monterey Peninsula,2019
281,Sx00000005757,2780000106,ALLO LORDOTIC 9X14X11 345941,278,,5488.3,Community Hospital of the Monterey Peninsula,2019
282,Sx00000001095,2780000106,ALLO LORDOTIC MASR 5X14X11MM,278,,5980.33,Community Hospital of the Monterey Peninsula,2019
283,Sx00000001096,2780000106,ALLO LORDOTIC MASR 6X14X11MM,278,,5796.63,Community Hospital of the Monterey Peninsula,2019
284,Sx00000005758,2780000106,ALLO MASTERGRAFT 10CC 7610310,278,,4961.63,Community Hospital of the Monterey Peninsula,2019
285,Sx00000005759,2780000106,ALLO MASTERGRAFT 15CC 7600115,278,,3529.82,Community Hospital of the Monterey Peninsula,2019
286,Sx00000005760,2780000106,ALLO MASTERGRAFT 20CC 7600320,278,,6151.5,Community Hospital of the Monterey Peninsula,2019
287,Sx00000005761,2780000106,ALLO MATRIX 1X1 62111,278,,1115.72,Community Hospital of the Monterey Peninsula,2019
288,Sx00000005762,2780000106,ALLO MATRIX 2X2 62100,278,,2197.05,Community Hospital of the Monterey Peninsula,2019
289,Sx00000005763,2780000106,ALLO MATRIX 3X3 62105,278,,4715.3,Community Hospital of the Monterey Peninsula,2019
290,Sx00000026545,2780000106,ALLO MATRIX GRAFTJACKET 4X7,278,,14919.0,Community Hospital of the Monterey Peninsula,2019
291,Sx00000018577,2780000136,ALLO MATRIX HD 4X5CM 68229,278,C1763,7654.5,Community Hospital of the Monterey Peninsula,2019
292,Sx00000005764,2780000232,ALLO MAXFORCE EXTREME 86UM4X07,278,Q4107,15670.5,Community Hospital of the Monterey Peninsula,2019
293,Sx00000000790,2780000106,ALLO OSTEOFIL PASTE 10CC,278,,5358.25,Community Hospital of the Monterey Peninsula,2019
294,Sx00000005765,2780000106,ALLO PATCH MATRIX BCP030320,278,,9512.38,Community Hospital of the Monterey Peninsula,2019
295,Sx00000005766,2780000106,ALLO PATCH MATRIX BCP050520,278,,12434.88,Community Hospital of the Monterey Peninsula,2019
296,Sx00000005767,2780000106,ALLO PATCH PERI-GUARD PC0608N,278,,1904.8,Community Hospital of the Monterey Peninsula,2019
297,Sx00000001784,2780000106,ALLO PATEL BONE TEND BONE,278,,10994.5,Community Hospital of the Monterey Peninsula,2019
298,Sx00000005768,2780000134,ALLO PATEL LIGAMENT FBPL,278,C1762,13896.13,Community Hospital of the Monterey Peninsula,2019
299,Sx00000005769,2780000106,ALLO PATEL LIGAMENT TPL64,278,,33012.27,Community Hospital of the Monterey Peninsula,2019
300,Sx00000004729,2780000106,ALLO PATEL LIGAMENT W/QUAD,278,,21118.88,Community Hospital of the Monterey Peninsula,2019
301,Sx00000005770,2780000106,ALLO PERIC 40X40 PERIM,278,,2402.79,Community Hospital of the Monterey Peninsula,2019
302,Sx00000017506,2780000106,ALLO PERIC OVERSIZED 800273,278,,3073.8,Community Hospital of the Monterey Peninsula,2019
303,Sx00000001108,2780000134,ALLO POSTERIOR TIB 239501,278,C1762,8886.13,Community Hospital of the Monterey Peninsula,2019
304,Sx00000029546,2780000106,ALLO PRECISION 12X26X26MM,278,,17553.43,Community Hospital of the Monterey Peninsula,2019
305,Sx00000026980,2780000106,ALLO PRECISION 16X26X26MM,278,,15795.75,Community Hospital of the Monterey Peninsula,2019
306,Sx00000004486,2780000106,ALLO PRO OSTEON 10X10X10,278,,1343.68,Community Hospital of the Monterey Peninsula,2019
307,Sx00000000439,2780000106,ALLO PRO OSTEON 15CC 5RG15,278,,4295.4,Community Hospital of the Monterey Peninsula,2019
308,Sx00000005771,2780000106,ALLO PUTTY BDX 2.5CC 038025,278,,2892.6,Community Hospital of the Monterey Peninsula,2019
309,Sx00000005772,2780000106,ALLO PUTTY GRAFTON .5CC X43101,278,,788.4,Community Hospital of the Monterey Peninsula,2019
310,Sx00000017371,2780000106,ALLO PUTTY SFS 3CC,278,,4353.85,Community Hospital of the Monterey Peninsula,2019
311,Sx00000001405,2780000106,ALLO SEMITENDINOSUS 239300,278,,5775.75,Community Hospital of the Monterey Peninsula,2019
312,Sx00000005773,2780000134,ALLO SEMITENDINOSUS 239301,278,C1762,9115.75,Community Hospital of the Monterey Peninsula,2019
313,Sx00000005774,2780000106,ALLO SEMITENDINOSUS FLEXIGRAFT,278,,8681.55,Community Hospital of the Monterey Peninsula,2019
314,Sx00000018578,2780000162,ALLO SERI 10X25CM SCF10X25AGEN,278,C1781,17027.38,Community Hospital of the Monterey Peninsula,2019
315,Sx00000001934,2780000136,ALLO SOFT TISSUE BIOLOGIC,278,C1763,10869.25,Community Hospital of the Monterey Peninsula,2019
316,Sx00000002952,2780000106,ALLO SPCR FEM BONE 010215,278,,15135.35,Community Hospital of the Monterey Peninsula,2019
317,Sx00000003908,2780000106,ALLO SPCR FRA 11MM 010011,278,,16340.59,Community Hospital of the Monterey Peninsula,2019
318,Sx00000005775,2780000106,ALLO SPCR FRA 12DEG NRW 012315,278,,16790.99,Community Hospital of the Monterey Peninsula,2019
319,Sx00000002907,2780000106,ALLO SPCR FRA 13MM 010013,278,,16340.59,Community Hospital of the Monterey Peninsula,2019
320,Sx00000003070,2780000106,ALLO SPCR FRA 15MM 010015,278,,16340.59,Community Hospital of the Monterey Peninsula,2019
321,Sx00000003909,2780000106,ALLO SPCR FRA 17MM 010017,278,,3003.66,Community Hospital of the Monterey Peninsula,2019
322,Sx00000003910,2780000106,ALLO SPCR FRA 19MM 010019,278,,2888.51,Community Hospital of the Monterey Peninsula,2019
323,Sx00000003911,2780000106,ALLO SPCR FRA 21MM 010021,278,,2781.55,Community Hospital of the Monterey Peninsula,2019
324,Sx00000003907,2780000106,ALLO SPCR FRA 9MM 010009,278,,3513.05,Community Hospital of the Monterey Peninsula,2019
325,Sx00000005776,2780000106,ALLO STRATTICE 16X20 1620002,278,,33265.27,Community Hospital of the Monterey Peninsula,2019
326,Sx00000000643,2780000106,ALLO STRUT CRT 100MM 450491,278,,1992.47,Community Hospital of the Monterey Peninsula,2019
327,Sx00000017239,2780000106,ALLO STRUT CRT 200MM 14007 02,278,,1858.04,Community Hospital of the Monterey Peninsula,2019
328,Sx00000000644,2780000106,ALLO STRUT CRT 200MM 550486,278,,4160.97,Community Hospital of the Monterey Peninsula,2019
329,Sx00000000855,2780000106,ALLO TANGENT WDG 10X20MM 4DEG,278,,9721.13,Community Hospital of the Monterey Peninsula,2019
330,Sx00000000856,2780000106,ALLO TANGENT WDG 10X26MM 4DEG,278,,7445.75,Community Hospital of the Monterey Peninsula,2019
331,Sx00000000857,2780000106,ALLO TANGENT WDG 12X20MM 4DEG,278,,9721.13,Community Hospital of the Monterey Peninsula,2019
332,Sx00000000858,2780000106,ALLO TANGENT WDG 12X26MM 4DEG,278,,8280.75,Community Hospital of the Monterey Peninsula,2019
333,Sx00000000854,2780000106,ALLO TANGENT WDG 8X22MM 2DEG,278,,9721.13,Community Hospital of the Monterey Peninsula,2019
334,Sx00000026984,2780000134,ALLO TENDON GRACILIS FRZN,278,C1762,7456.61,Community Hospital of the Monterey Peninsula,2019
335,Sx00000005777,2780000134,ALLO TIB TENDON POST 9X260MM,278,C1762,10952.75,Community Hospital of the Monterey Peninsula,2019
336,Sx00000005778,2780000106,ALLO TNDN 44317003,278,,5984.5,Community Hospital of the Monterey Peninsula,2019
337,Sx00000005779,2780000106,ALLO TNDN ACHILLES 10017000,278,,10577.0,Community Hospital of the Monterey Peninsula,2019
338,Sx00000002468,2780000106,ALLO TNDN ACHILLES 130200,278,,4961.63,Community Hospital of the Monterey Peninsula,2019
339,Sx00000027025,2780000134,ALLO TNDN ACHILLES 20X250 SATB,278,C1762,10406.24,Community Hospital of the Monterey Peninsula,2019
340,Sx00000001929,2780000134,ALLO TNDN ACHILLES 239102,278,C1762,10577.0,Community Hospital of the Monterey Peninsula,2019
341,Sx00000005780,2780000134,ALLO TNDN ACHILLES 239103,278,C1762,10138.63,Community Hospital of the Monterey Peninsula,2019
342,Sx00000001148,2780000134,ALLO TNDN ANT TIB 239401,278,C1762,9533.25,Community Hospital of the Monterey Peninsula,2019
343,Sx00000027111,2780000134,ALLO TNDN FEM HD 50MM SFH,278,C1762,6345.64,Community Hospital of the Monterey Peninsula,2019
344,Sx00000000976,2780000134,ALLO TNDN PATEL 130030,278,C1762,25955.68,Community Hospital of the Monterey Peninsula,2019
345,Sx00000001788,2780000134,ALLO TNDN PERONEUS 239801,278,C1762,9533.25,Community Hospital of the Monterey Peninsula,2019
346,Sx00000005781,2780000134,ALLO TNDN TIB 41517000,278,C1762,9533.25,Community Hospital of the Monterey Peninsula,2019
347,Sx00000005782,2780000106,ALLO TNDN TIB 41617000,278,,9533.25,Community Hospital of the Monterey Peninsula,2019
348,Sx00000005783,2780000106,ALLO TNDN TIB 44317000,278,,5775.75,Community Hospital of the Monterey Peninsula,2019
349,Sx00000005784,2780000134,ALLO TNDN TIB 453017,278,C1762,8907.0,Community Hospital of the Monterey Peninsula,2019
350,Sx00000005785,2780000134,ALLO TNDN TIB 453317,278,C1762,8907.0,Community Hospital of the Monterey Peninsula,2019
351,Sx00000005786,2780000134,ALLO TNDN TIB ANT 102014,278,C1762,9533.25,Community Hospital of the Monterey Peninsula,2019
352,Sx00000018579,2780000134,ALLO TNDN TIB ANT 10614,278,C1762,9533.25,Community Hospital of the Monterey Peninsula,2019
353,Sx00000030528,2780000134,ALLO TRINITY ELITE LG 410003,278,C1762,22827.56,Community Hospital of the Monterey Peninsula,2019
354,Sx00000030530,2780000134,ALLO TRINITY ELITE MED 410002,278,C1762,13409.74,Community Hospital of the Monterey Peninsula,2019
355,Sx00000030529,2780000134,ALLO TRINITY ELITE SM 410001,278,C1762,3918.4,Community Hospital of the Monterey Peninsula,2019
356,Sx00000030531,2780000134,ALLO TRINITY ELITE XL 410004,278,C1762,25611.87,Community Hospital of the Monterey Peninsula,2019
357,Sx00000017280,2780000134,ALLO TUTOGEN BTB 80X12MM,278,C1762,11829.5,Community Hospital of the Monterey Peninsula,2019
358,Sx00000017277,2780000134,ALLO TUTOGEN BTB 85X11MM,278,C1762,11829.5,Community Hospital of the Monterey Peninsula,2019
359,Sx00000017278,2780000134,ALLO TUTOGEN BTB 90X12MM,278,C1762,11829.5,Community Hospital of the Monterey Peninsula,2019
