,Dept #,Dept Description,Charge #,Description,Price,"Zero Charge
Explanation ",Hospital,Year
215,250,PHARMACY HOSPITAL,6770317,DEXT 10% WATER 500ML,67.8,,Banner Lassen Medical Center,2019
216,250,PHARMACY HOSPITAL,6770358,DEXT 5%/NACL 0.9% 1000ML,77.5,,Banner Lassen Medical Center,2019
217,250,PHARMACY HOSPITAL,6770374,DEXT 5%/NACL 0.9% 500ML,67.8,,Banner Lassen Medical Center,2019
218,250,PHARMACY HOSPITAL,6770390,DEXT 5% WATER 1000ML,78.7,,Banner Lassen Medical Center,2019
219,250,PHARMACY HOSPITAL,6770408,DEXT 5% WATER 250ML,61.4,,Banner Lassen Medical Center,2019
220,250,PHARMACY HOSPITAL,6770416,DEXT 5% WATER 500ML,68.9,,Banner Lassen Medical Center,2019
221,250,PHARMACY HOSPITAL,6770424,DEXT 5% WATER 100ML,50.5,,Banner Lassen Medical Center,2019
222,250,PHARMACY HOSPITAL,6770440,DEXT 5% WATER 50ML,48.2,,Banner Lassen Medical Center,2019
223,250,PHARMACY HOSPITAL,6770457,DEXT 5%/NACL 0.2% 1000ML,151.7,,Banner Lassen Medical Center,2019
224,250,PHARMACY HOSPITAL,6770473,DEXT 5%/NACL 0.2% 500ML,67.8,,Banner Lassen Medical Center,2019
225,250,PHARMACY HOSPITAL,6770515,DEXT 5%/NACL 0.45% 1000ML,78.7,,Banner Lassen Medical Center,2019
226,250,PHARMACY HOSPITAL,6770523,DEXT 5%/NACL 0.45% 500ML,72.1,,Banner Lassen Medical Center,2019
227,250,PHARMACY HOSPITAL,6770549,DEXT 5%/LACT RINGER 1000ML,77.5,,Banner Lassen Medical Center,2019
228,250,PHARMACY HOSPITAL,6770556,DEXT 5%/LACT RINGER 500ML,67.8,,Banner Lassen Medical Center,2019
229,250,PHARMACY HOSPITAL,6770564,DEXT 50% WATER 500ML,75.4,,Banner Lassen Medical Center,2019
230,250,PHARMACY HOSPITAL,6770572,DEXT 70% WATER 500ML,51.7,,Banner Lassen Medical Center,2019
231,250,PHARMACY HOSPITAL,6770598,DEXT 50% 25GM/50ML INJ,65.7,,Banner Lassen Medical Center,2019
232,250,PHARMACY HOSPITAL,6770622,DEXT 50% 25GM/50ML SYR,55.1,,Banner Lassen Medical Center,2019
233,250,PHARMACY HOSPITAL,6770747,DIAZEPAM 5MG TAB,5.4,,Banner Lassen Medical Center,2019
234,250,PHARMACY HOSPITAL,6770937,DICYCLOMINE 20MG TAB,5.2,,Banner Lassen Medical Center,2019
235,250,PHARMACY HOSPITAL,6771208,DIGOXIN<=0.5MG INJ,40.9,,Banner Lassen Medical Center,2019
236,250,PHARMACY HOSPITAL,6771224,DIGOXIN 0.125MG TAB,6.5,,Banner Lassen Medical Center,2019
237,250,PHARMACY HOSPITAL,6771232,DIGOXIN 0.25MG TAB,6.5,,Banner Lassen Medical Center,2019
238,250,PHARMACY HOSPITAL,6771257,DIHYDROERGOTAMINE MESYLATE/1MG INJ,250.9,,Banner Lassen Medical Center,2019
239,250,PHARMACY HOSPITAL,6771299,DILTIAZEM 5MG/1ML 10ML INJ,70.0,,Banner Lassen Medical Center,2019
240,250,PHARMACY HOSPITAL,6771307,DILTIAZEM 5MG/1ML 5ML INJ,39.8,,Banner Lassen Medical Center,2019
241,250,PHARMACY HOSPITAL,6771315,DILTIAZEM 30MG TAB,5.4,,Banner Lassen Medical Center,2019
242,250,PHARMACY HOSPITAL,6771364,DILTIAZEM CD 180MG CAP TR,6.5,,Banner Lassen Medical Center,2019
243,250,PHARMACY HOSPITAL,6771513,DIPHENHYDRAMINE 25MG CAP,0.1,,Banner Lassen Medical Center,2019
244,250,PHARMACY HOSPITAL,6771521,DIPHENHYDRAMINE 50MG CAP,0.1,,Banner Lassen Medical Center,2019
245,250,PHARMACY HOSPITAL,6771547,DIPHENHYDRAMINE HCL<=50 MG INJ,39.9,,Banner Lassen Medical Center,2019
246,250,PHARMACY HOSPITAL,6771554,DIPHENHYDRAMINE 12.5MG/5ML LIQ,9.1,,Banner Lassen Medical Center,2019
247,250,PHARMACY HOSPITAL,6771570,DIPHENHYDRAMINE 1%/ZINC 30GM CR TOP,35.6,,Banner Lassen Medical Center,2019
248,250,PHARMACY HOSPITAL,6771596,DIPHENOXYLATE/ATROPINE 2.5/.025 TAB,6.5,,Banner Lassen Medical Center,2019
249,250,PHARMACY HOSPITAL,6771612,TET/DIPHTHERIA PF 0.5ML IM SYR>7Y,110.9,,Banner Lassen Medical Center,2019
250,250,PHARMACY HOSPITAL,6771802,DOBUTAMINE HCL/250MG PB,29.8,,Banner Lassen Medical Center,2019
251,250,PHARMACY HOSPITAL,6771844,DOCUSATE SODIUM 100MG CAP,0.1,,Banner Lassen Medical Center,2019
252,250,PHARMACY HOSPITAL,6772214,DOXAZOSIN 1MG TAB,5.4,,Banner Lassen Medical Center,2019
253,250,PHARMACY HOSPITAL,6772230,DOXAZOSIN 4MG TAB,5.4,,Banner Lassen Medical Center,2019
254,250,PHARMACY HOSPITAL,6772289,DOXEPIN 25MG CAP,5.4,,Banner Lassen Medical Center,2019
255,250,PHARMACY HOSPITAL,6772370,DOXYCYCLINE 100MG CAP,5.4,,Banner Lassen Medical Center,2019
256,250,PHARMACY HOSPITAL,6772396,DOXYCYCLINE 100MG INJ,99.1,,Banner Lassen Medical Center,2019
257,250,PHARMACY HOSPITAL,6772446,DRONABINOL 2.5MG CAP,20.5,,Banner Lassen Medical Center,2019
258,250,PHARMACY HOSPITAL,6772685,ENALAPRILAT 1.25MG/1ML 2ML INJ,45.3,,Banner Lassen Medical Center,2019
259,250,PHARMACY HOSPITAL,6772727,ENALAPRIL 5MG TAB,6.5,,Banner Lassen Medical Center,2019
260,250,PHARMACY HOSPITAL,6772859,EPHEDRINE 50MG/1ML 1ML INJ,54.4,,Banner Lassen Medical Center,2019
261,250,PHARMACY HOSPITAL,6772990,EPINEPHRINE 1MG/ML 30ML SOLN TOP,352.1,,Banner Lassen Medical Center,2019
262,250,PHARMACY HOSPITAL,6773014,ERGOCALCIFEROL 50KU CAP,6.5,,Banner Lassen Medical Center,2019
263,250,PHARMACY HOSPITAL,6773170,ERYTHROMYCIN BASE 250MG TAB EC,13.1,,Banner Lassen Medical Center,2019
264,250,PHARMACY HOSPITAL,6773204,ERYTHROMYCIN 0.5% 3.5GM OINT OPH,46.3,,Banner Lassen Medical Center,2019
265,250,PHARMACY HOSPITAL,6773220,ERYTHROMYCIN LACTOB/500MG INJ,129.6,,Banner Lassen Medical Center,2019
266,250,PHARMACY HOSPITAL,6773253,ERYTHROMYCIN 0.5% 1GM OINT OPH,12.2,,Banner Lassen Medical Center,2019
267,250,PHARMACY HOSPITAL,6773261,ERYTHROMYCIN ES 200MG/5ML LIQ,35.8,,Banner Lassen Medical Center,2019
268,250,PHARMACY HOSPITAL,6773444,ESMOLOL 10MG/1ML 10ML INJ,71.0,,Banner Lassen Medical Center,2019
269,250,PHARMACY HOSPITAL,6773543,ESTRADL 1MG TAB,5.4,,Banner Lassen Medical Center,2019
270,250,PHARMACY HOSPITAL,6773683,ESTROGEN CONJUGATED/25MG INJ,562.7,,Banner Lassen Medical Center,2019
271,250,PHARMACY HOSPITAL,6773717,ESTROGEN CONJUGATED 0.3MG TAB,12.9,,Banner Lassen Medical Center,2019
272,250,PHARMACY HOSPITAL,6773725,ESTROGEN CONJUGATED 0.625MG TAB,12.9,,Banner Lassen Medical Center,2019
273,250,PHARMACY HOSPITAL,6773824,ETHAMBUTOL 100MG TAB,6.3,,Banner Lassen Medical Center,2019
274,250,PHARMACY HOSPITAL,6774186,FAMOTIDINE 10MG/ML 2ML INJ,38.8,,Banner Lassen Medical Center,2019
275,250,PHARMACY HOSPITAL,6774202,FAMOTIDINE 20MG TAB,5.4,,Banner Lassen Medical Center,2019
276,250,PHARMACY HOSPITAL,6774327,FENTANYL CITRATE/0.1MG INJ,26.3,,Banner Lassen Medical Center,2019
277,250,PHARMACY HOSPITAL,6774350,FENTANYL CITRATE 100MCG PAT TOP,95.8,,Banner Lassen Medical Center,2019
278,250,PHARMACY HOSPITAL,6774368,FENTANYL CITRATE 25MCG PAT TOP,38.0,,Banner Lassen Medical Center,2019
279,250,PHARMACY HOSPITAL,6774376,FENTANYL CITRATE 50MCG PAT TOP,24.8,,Banner Lassen Medical Center,2019
280,250,PHARMACY HOSPITAL,6774384,FENTANYL CITRATE 75MCG PAT TOP,34.4,,Banner Lassen Medical Center,2019
281,250,PHARMACY HOSPITAL,6774533,FERROUS SULF 325MG TAB,5.4,,Banner Lassen Medical Center,2019
282,250,PHARMACY HOSPITAL,6774624,FINASTERIDE 5MG TAB,8.6,,Banner Lassen Medical Center,2019
283,250,PHARMACY HOSPITAL,6774640,BUTALBITAL/ASA/CAFF 50/325/40MG CAP,6.5,,Banner Lassen Medical Center,2019
284,250,PHARMACY HOSPITAL,6774707,MINERAL OIL 133ML ENEMA RECT,12.0,,Banner Lassen Medical Center,2019
285,250,PHARMACY HOSPITAL,6774715,SODIUM BIPHOSPHATE 133ML ENEMA RECT,164.8,,Banner Lassen Medical Center,2019
286,250,PHARMACY HOSPITAL,6774756,FLUCONAZOLE 200MG NS 100ML PB RTU,73.3,,Banner Lassen Medical Center,2019
287,250,PHARMACY HOSPITAL,6774772,FLUCONAZOLE 100MG TAB,5.4,,Banner Lassen Medical Center,2019
288,250,PHARMACY HOSPITAL,6774814,FLUDROCORTISONE 0.1MG TAB,7.0,,Banner Lassen Medical Center,2019
289,250,PHARMACY HOSPITAL,6774921,FLUOCINONIDE 0.05% 15GM CR TOP,90.3,,Banner Lassen Medical Center,2019
290,250,PHARMACY HOSPITAL,6774988,FLUORESCEIN STRIP OPH 1MG EA,5.4,,Banner Lassen Medical Center,2019
291,250,PHARMACY HOSPITAL,6775050,FLUOROURACIL 50MG/1ML 10ML INJ,127.1,,Banner Lassen Medical Center,2019
292,250,PHARMACY HOSPITAL,6775084,FLUOXETINE 20MG CAP,5.4,,Banner Lassen Medical Center,2019
293,250,PHARMACY HOSPITAL,6775365,FOLIC ACID 5MG/ML 1ML INJ,44.1,,Banner Lassen Medical Center,2019
294,250,PHARMACY HOSPITAL,6775373,FOLIC ACID 1MG TAB,5.4,,Banner Lassen Medical Center,2019
295,250,PHARMACY HOSPITAL,6775464,FUROSEMIDE<=20MG INJ,38.8,,Banner Lassen Medical Center,2019
296,250,PHARMACY HOSPITAL,6775498,FUROSEMIDE 20MG TAB,5.4,,Banner Lassen Medical Center,2019
297,250,PHARMACY HOSPITAL,6775506,FUROSEMIDE 40MG TAB,5.4,,Banner Lassen Medical Center,2019
298,250,PHARMACY HOSPITAL,6775514,FUROSEMIDE 80MG TAB,5.4,,Banner Lassen Medical Center,2019
299,250,PHARMACY HOSPITAL,6775639,GEMFIBROZIL 600MG TAB,6.5,,Banner Lassen Medical Center,2019
300,250,PHARMACY HOSPITAL,6775670,GENTAMICIN<=80MG INJ,61.4,,Banner Lassen Medical Center,2019
301,250,PHARMACY HOSPITAL,6775704,GENTAMICIN 0.3% 3.5GM OINT OPH,78.7,,Banner Lassen Medical Center,2019
302,250,PHARMACY HOSPITAL,6775712,GENTAMICIN 0.3% 5ML SOLN OPH,64.6,,Banner Lassen Medical Center,2019
303,250,PHARMACY HOSPITAL,6775910,GLIPIZIDE 5MG TAB,5.4,,Banner Lassen Medical Center,2019
304,250,PHARMACY HOSPITAL,6775928,GLUCAGON HCL 1MG/1U INJ KIT,548.4,,Banner Lassen Medical Center,2019
305,250,PHARMACY HOSPITAL,6775936,GLUCAGON HCL 1MG/1U INJ,318.3,,Banner Lassen Medical Center,2019
306,250,PHARMACY HOSPITAL,6776009,GLYBURIDE 5MG TAB,6.5,,Banner Lassen Medical Center,2019
307,250,PHARMACY HOSPITAL,6776025,GLYCERIN SUPP RECT ADULT,5.4,,Banner Lassen Medical Center,2019
308,250,PHARMACY HOSPITAL,6776033,GLYCERIN SUPP RECT PED,5.4,,Banner Lassen Medical Center,2019
309,250,PHARMACY HOSPITAL,6776058,GLYCOPYRROLATE 0.2MG/1ML INJ,39.9,,Banner Lassen Medical Center,2019
310,250,PHARMACY HOSPITAL,6776231,GUAIFENESIN 100MG/5ML LIQ,6.5,,Banner Lassen Medical Center,2019
311,250,PHARMACY HOSPITAL,6776272,GUAIFENESIN/COD 5ML LIQ,6.5,,Banner Lassen Medical Center,2019
312,250,PHARMACY HOSPITAL,6776298,GUAIFENESIN DM 5ML LIQ,6.5,,Banner Lassen Medical Center,2019
313,250,PHARMACY HOSPITAL,6776447,HALOPERIDOL DECANOATE 50MG/ML INJ,260.6,,Banner Lassen Medical Center,2019
314,250,PHARMACY HOSPITAL,6776454,HALOPERIDOL 5MG/1ML 1ML INJ,40.9,,Banner Lassen Medical Center,2019
315,250,PHARMACY HOSPITAL,6776520,HALOPERIDOL 2MG TAB,5.4,,Banner Lassen Medical Center,2019
316,250,PHARMACY HOSPITAL,6776538,HALOPERIDOL 5MG TAB,6.5,,Banner Lassen Medical Center,2019
317,250,PHARMACY HOSPITAL,6776892,HEPARIN FLUSH/10U INJ,0.8,,Banner Lassen Medical Center,2019
318,250,PHARMACY HOSPITAL,6776975,HEP B VAC 3DOSE 20MCG/ML IM ADULT,211.1,,Banner Lassen Medical Center,2019
319,250,PHARMACY HOSPITAL,6776983,HEP B VAC 3DOSE 10MCG/0.5ML IM PED,83.9,,Banner Lassen Medical Center,2019
320,250,PHARMACY HOSPITAL,6776991,HETASTARCH 6% HESPAN NS 500ML,117.3,,Banner Lassen Medical Center,2019
321,250,PHARMACY HOSPITAL,6777148,HYDRALAZINE HCL<=20MG INJ,48.5,,Banner Lassen Medical Center,2019
322,250,PHARMACY HOSPITAL,6777163,HYDRALAZINE 25MG TAB,6.5,,Banner Lassen Medical Center,2019
323,250,PHARMACY HOSPITAL,6777213,HYDROCHLOROTHIAZIDE 25MG TAB,5.4,,Banner Lassen Medical Center,2019
324,250,PHARMACY HOSPITAL,6777353,HYDROCORT SOD SUCC 100MG/2ML INJ,45.3,,Banner Lassen Medical Center,2019
325,250,PHARMACY HOSPITAL,6777411,HYDROCORTISONE 2.5% 30GM CR RECT,147.0,,Banner Lassen Medical Center,2019
326,250,PHARMACY HOSPITAL,6777460,HYDROCORTISONE 20MG TAB,5.4,,Banner Lassen Medical Center,2019
327,250,PHARMACY HOSPITAL,6777486,HYDROCORTISONE 2.5% 30GM CR TOP,106.0,,Banner Lassen Medical Center,2019
328,250,PHARMACY HOSPITAL,6777502,HYDROCORTISONE 1% 30GM CR TOP,13.6,,Banner Lassen Medical Center,2019
329,250,PHARMACY HOSPITAL,6777635,HYDROMORPHONE<=4MG INJ,42.0,,Banner Lassen Medical Center,2019
330,250,PHARMACY HOSPITAL,6777643,HYDROMORPHONE 2MG TAB,6.5,,Banner Lassen Medical Center,2019
331,250,PHARMACY HOSPITAL,6777775,HYDROXYZINE HCL 25MG TAB,6.5,,Banner Lassen Medical Center,2019
332,250,PHARMACY HOSPITAL,6777841,HYOSCYAMINE 0.375MG TAB TR,6.5,,Banner Lassen Medical Center,2019
333,250,PHARMACY HOSPITAL,6777965,IBUPROFEN 100MG/5ML LIQ,2.8,,Banner Lassen Medical Center,2019
334,250,PHARMACY HOSPITAL,6777981,IBUPROFEN 200MG TAB,0.1,,Banner Lassen Medical Center,2019
335,250,PHARMACY HOSPITAL,6778013,IBUPROFEN 600MG TAB,2.1,,Banner Lassen Medical Center,2019
336,250,PHARMACY HOSPITAL,6778021,IBUPROFEN 800MG TAB,5.4,,Banner Lassen Medical Center,2019
337,250,PHARMACY HOSPITAL,6778104,IMIPENEM/CILASTATIN SOD/250MG INJ,128.7,,Banner Lassen Medical Center,2019
338,250,PHARMACY HOSPITAL,6778187,IMIPRAMINE HCL 25MG TAB,6.5,,Banner Lassen Medical Center,2019
339,250,PHARMACY HOSPITAL,6778328,INDOMETHACIN 25MG CAP,6.5,,Banner Lassen Medical Center,2019
340,250,PHARMACY HOSPITAL,6778732,FAT EMULSION 20% 250ML,72.1,,Banner Lassen Medical Center,2019
341,250,PHARMACY HOSPITAL,6779078,ISONIAZID 300MG TAB,5.4,,Banner Lassen Medical Center,2019
342,250,PHARMACY HOSPITAL,6779268,ISOSORBIDE DINITRATE 20MG TAB,5.4,,Banner Lassen Medical Center,2019
343,250,PHARMACY HOSPITAL,6779615,KETOCONAZOLE 2% 15GM CR TOP,74.3,,Banner Lassen Medical Center,2019
344,250,PHARMACY HOSPITAL,6779672,KETOROLAC 10MG TAB,5.4,,Banner Lassen Medical Center,2019
345,250,PHARMACY HOSPITAL,6779722,LABETALOL 5MG/1ML INJ,5.5,,Banner Lassen Medical Center,2019
346,250,PHARMACY HOSPITAL,6779755,LABETALOL 100MG TAB,5.4,,Banner Lassen Medical Center,2019
347,250,PHARMACY HOSPITAL,6779854,LACTATED RINGER 1000ML,88.0,,Banner Lassen Medical Center,2019
348,250,PHARMACY HOSPITAL,6779862,LACTATED RINGER 500ML,65.7,,Banner Lassen Medical Center,2019
349,250,PHARMACY HOSPITAL,6779920,LACTULO 10GM/15ML 30ML LIQ,6.5,,Banner Lassen Medical Center,2019
350,250,PHARMACY HOSPITAL,6780001,LEUPROLID ACET DEPOT 3.75MG INJ KIT,2437.7,,Banner Lassen Medical Center,2019
351,250,PHARMACY HOSPITAL,6780142,LEVOTHYROXINE 25MCG TAB,6.1,,Banner Lassen Medical Center,2019
352,250,PHARMACY HOSPITAL,6780159,LEVOTHYROXINE 50MCG TAB,5.4,,Banner Lassen Medical Center,2019
353,250,PHARMACY HOSPITAL,6780167,LEVOTHYROXINE 75MCG TAB,6.5,,Banner Lassen Medical Center,2019
354,250,PHARMACY HOSPITAL,6780175,LEVOTHYROXINE 88MCG TAB,6.5,,Banner Lassen Medical Center,2019
355,250,PHARMACY HOSPITAL,6780183,LEVOTHYROXINE 100MCG TAB,6.5,,Banner Lassen Medical Center,2019
356,250,PHARMACY HOSPITAL,6780258,LIDOCAINE 1%/EPI MPF 30ML INJ,46.1,,Banner Lassen Medical Center,2019
357,250,PHARMACY HOSPITAL,6780340,LIDOCAINE 0.5% PF 50ML INJ,57.1,,Banner Lassen Medical Center,2019
358,250,PHARMACY HOSPITAL,6780373,LIDOCAINE 1% 2ML INJ,40.9,,Banner Lassen Medical Center,2019
359,250,PHARMACY HOSPITAL,6780381,LIDOCAINE 1% MPF 5ML INJ,46.3,,Banner Lassen Medical Center,2019
360,250,PHARMACY HOSPITAL,6780415,LIDOCAINE 1% 30ML INJ,41.0,,Banner Lassen Medical Center,2019
361,250,PHARMACY HOSPITAL,6780472,LIDOCAINE 2% 10ML INJ,45.3,,Banner Lassen Medical Center,2019
362,250,PHARMACY HOSPITAL,6780555,LIDOCAINE 2% 20MG/1ML 5ML SYR,44.1,,Banner Lassen Medical Center,2019
363,250,PHARMACY HOSPITAL,6780563,LIDOCAINE 2% 30ML JEL TOP,53.9,,Banner Lassen Medical Center,2019
364,250,PHARMACY HOSPITAL,6780597,LIDOCAINE 4% 50ML SOLN TOP,53.4,,Banner Lassen Medical Center,2019
365,250,PHARMACY HOSPITAL,6780613,LIDOCAINE 2% VISCOUS 20ML LIQ,25.8,,Banner Lassen Medical Center,2019
366,250,PHARMACY HOSPITAL,6780621,LIDOCAINE 2% VISCOUS 100ML LIQ,31.3,,Banner Lassen Medical Center,2019
367,250,PHARMACY HOSPITAL,6780647,LIDOCAINE 2%/EPI 20ML INJ,47.3,,Banner Lassen Medical Center,2019
368,250,PHARMACY HOSPITAL,6780688,LIDOCAINE 1.5%/EPI 5ML INJ,47.3,,Banner Lassen Medical Center,2019
369,250,PHARMACY HOSPITAL,6780878,LISINOPRIL 5MG TAB,5.4,,Banner Lassen Medical Center,2019
370,250,PHARMACY HOSPITAL,6780886,LISINOPRIL 10MG TAB,5.4,,Banner Lassen Medical Center,2019
371,250,PHARMACY HOSPITAL,6780936,LITHIUM CARBONATE 300MG CAP,5.4,,Banner Lassen Medical Center,2019
372,250,PHARMACY HOSPITAL,6781033,LOPERAMIDE 2MG CAP,5.4,,Banner Lassen Medical Center,2019
373,250,PHARMACY HOSPITAL,6781058,LORAZEPAM/2MG INJ,106.7,,Banner Lassen Medical Center,2019
374,250,PHARMACY HOSPITAL,6781082,LORAZEPAM 0.5MG TAB,5.1,,Banner Lassen Medical Center,2019
375,250,PHARMACY HOSPITAL,6781090,LORAZEPAM 1MG TAB,5.4,,Banner Lassen Medical Center,2019
376,250,PHARMACY HOSPITAL,6781280,MAGNESIUM CITRATE 300ML LIQ,9.6,,Banner Lassen Medical Center,2019
377,250,PHARMACY HOSPITAL,6781314,MAGNESIUM OXIDE 400MG TAB,5.4,,Banner Lassen Medical Center,2019
378,250,PHARMACY HOSPITAL,6781348,MAGNESIUM SULFATE 120GM PWD TOP,32.7,,Banner Lassen Medical Center,2019
379,250,PHARMACY HOSPITAL,6781462,MANNITOL 20% 500ML IV RTU,97.7,,Banner Lassen Medical Center,2019
380,250,PHARMACY HOSPITAL,6781470,MANNITOL 25%/50ML INJ,62.4,,Banner Lassen Medical Center,2019
381,250,PHARMACY HOSPITAL,6781579,NEOMYC/DEXAM/POLY B 5ML SUSP OPH,44.1,,Banner Lassen Medical Center,2019
382,250,PHARMACY HOSPITAL,6781652,MECLIZINE 25MG TAB,7.5,,Banner Lassen Medical Center,2019
383,250,PHARMACY HOSPITAL,6781736,MEDROXYPROGESTERONE 10MG TAB,14.0,,Banner Lassen Medical Center,2019
384,250,PHARMACY HOSPITAL,6781884,MEPERIDINE HCL/100MG INJ,55.9,,Banner Lassen Medical Center,2019
385,250,PHARMACY HOSPITAL,6782213,RUBELLA VACCINE LIVE 0.5ML INJ SUBQ,102.3,,Banner Lassen Medical Center,2019
386,250,PHARMACY HOSPITAL,6782247,MESALAMINE 400MG TAB EC,11.9,,Banner Lassen Medical Center,2019
387,250,PHARMACY HOSPITAL,6782486,METHADONE 10MG TAB,6.5,,Banner Lassen Medical Center,2019
388,250,PHARMACY HOSPITAL,6782643,METHIMAZOLE 5MG TAB,5.2,,Banner Lassen Medical Center,2019
389,250,PHARMACY HOSPITAL,6782668,METHOCARBAMOL 500MG TAB,5.4,,Banner Lassen Medical Center,2019
390,250,PHARMACY HOSPITAL,6782676,METHOCARBAMOL 750MG TAB,5.4,,Banner Lassen Medical Center,2019
391,250,PHARMACY HOSPITAL,6782759,METHOTREXATE 2.5MG TAB,7.5,,Banner Lassen Medical Center,2019
392,250,PHARMACY HOSPITAL,6782957,METHYLDOPA 250MG TAB,6.5,,Banner Lassen Medical Center,2019
393,250,PHARMACY HOSPITAL,6783021,METHERGINE<=0.2MG INJ,48.5,,Banner Lassen Medical Center,2019
394,250,PHARMACY HOSPITAL,6783039,METHERGINE 0.2MG TAB,121.5,,Banner Lassen Medical Center,2019
395,250,PHARMACY HOSPITAL,6783096,METHYLPRED ACETATE/40MG INJ,47.3,,Banner Lassen Medical Center,2019
396,250,PHARMACY HOSPITAL,6783104,METHYLPRED ACETATE/80MG INJ,55.9,,Banner Lassen Medical Center,2019
397,250,PHARMACY HOSPITAL,6783120,METHYLPRED SUCC<=125MG INJ,47.3,,Banner Lassen Medical Center,2019
398,250,PHARMACY HOSPITAL,6783138,METHYLPRED SUCC<=40MG INJ,47.3,,Banner Lassen Medical Center,2019
399,250,PHARMACY HOSPITAL,6783187,METHYLPREDNISOLONE 4MG TAB,9.6,,Banner Lassen Medical Center,2019
400,250,PHARMACY HOSPITAL,6783245,METOCLOPRAMIDE HCL<=10MG INJ,38.8,,Banner Lassen Medical Center,2019
401,250,PHARMACY HOSPITAL,6783260,METOCLOPRAMIDE 10MG/10ML LIQ,10.8,,Banner Lassen Medical Center,2019
402,250,PHARMACY HOSPITAL,6783286,METOCLOPRAMIDE 10MG TAB,5.4,,Banner Lassen Medical Center,2019
403,250,PHARMACY HOSPITAL,6783336,METOLAZONE 2.5MG TAB,7.5,,Banner Lassen Medical Center,2019
404,250,PHARMACY HOSPITAL,6783377,METOPROLOL 1MG/1ML 5ML INJ,61.4,,Banner Lassen Medical Center,2019
405,250,PHARMACY HOSPITAL,6783401,METOPROLOL TARTRATE 50MG TAB,5.4,,Banner Lassen Medical Center,2019
406,250,PHARMACY HOSPITAL,6783427,METRONIDAZOLE 500MG IN 100ML PB RTU,157.2,,Banner Lassen Medical Center,2019
407,250,PHARMACY HOSPITAL,6783435,METRONIDAZOLE 250MG TAB,5.4,,Banner Lassen Medical Center,2019
408,250,PHARMACY HOSPITAL,6783443,METRONIDAZOLE 500MG TAB,7.5,,Banner Lassen Medical Center,2019
409,250,PHARMACY HOSPITAL,6783633,MICONAZOLE 2% 15GM CR TOP,104.4,,Banner Lassen Medical Center,2019
410,250,PHARMACY HOSPITAL,6783658,MICONAZOLE 2% 47GM CR VAG,46.3,,Banner Lassen Medical Center,2019
411,250,PHARMACY HOSPITAL,6783773,MILK OF MAGNESIA 30ML LIQ,6.5,,Banner Lassen Medical Center,2019
412,250,PHARMACY HOSPITAL,6783823,MINERAL OIL 30ML LIQ,6.5,,Banner Lassen Medical Center,2019
413,250,PHARMACY HOSPITAL,6783997,MISOPROSTOL 100MCG TAB,10.9,,Banner Lassen Medical Center,2019
414,250,PHARMACY HOSPITAL,6784003,MISOPROSTOL 200MCG TAB,7.5,,Banner Lassen Medical Center,2019
415,250,PHARMACY HOSPITAL,6784052,MMR VACCINE LIVE 0.5ML INJ SUBQ,225.7,,Banner Lassen Medical Center,2019
416,250,PHARMACY HOSPITAL,6784490,MORPHINE 15MG TAB TR,6.5,,Banner Lassen Medical Center,2019
417,250,PHARMACY HOSPITAL,6784508,MORPHINE 30MG TAB TR,6.5,,Banner Lassen Medical Center,2019
418,250,PHARMACY HOSPITAL,6784516,MORPHINE 60MG TAB TR,8.6,,Banner Lassen Medical Center,2019
419,250,PHARMACY HOSPITAL,6784532,TRACE ELEMENTS MTE-5 1ML INJ,47.3,,Banner Lassen Medical Center,2019
420,250,PHARMACY HOSPITAL,6784573,MUPIROCIN 2% 22GM OINT TOP,45.3,,Banner Lassen Medical Center,2019
421,250,PHARMACY HOSPITAL,6785075,NALTREXONE 50MG TAB,9.6,,Banner Lassen Medical Center,2019
422,250,PHARMACY HOSPITAL,6785216,NAPROXEN 500MG TAB,5.4,,Banner Lassen Medical Center,2019
423,250,PHARMACY HOSPITAL,6785380,NEOMYCIN 500MG TAB,8.6,,Banner Lassen Medical Center,2019
424,250,PHARMACY HOSPITAL,6785463,NEOMYC/POLY/BACI 30GM OINT TOP,46.3,,Banner Lassen Medical Center,2019
425,250,PHARMACY HOSPITAL,6785471,NEOMYC/POLY/BACI 10GM OINT TOP PKT,5.6,,Banner Lassen Medical Center,2019
426,250,PHARMACY HOSPITAL,6785521,NEOMYC/POLY/BACI 3.5GM OINT OPH,170.1,,Banner Lassen Medical Center,2019
427,250,PHARMACY HOSPITAL,6785539,NEOMYC/POLY/GRAMI 10ML SOLN OPH,139.9,,Banner Lassen Medical Center,2019
428,250,PHARMACY HOSPITAL,6785604,NEOSTIGMINE METHYLSULF<=0.5MG INJ,19.2,,Banner Lassen Medical Center,2019
429,250,PHARMACY HOSPITAL,6785679,PHOSPHORUS PWD PKT,6.5,,Banner Lassen Medical Center,2019
430,250,PHARMACY HOSPITAL,6785711,NIACIN 500MG TAB,5.4,,Banner Lassen Medical Center,2019
431,250,PHARMACY HOSPITAL,6785869,NICOTINE 14MG/DAY PAT TOP,10.9,,Banner Lassen Medical Center,2019
432,250,PHARMACY HOSPITAL,6785877,NICOTINE 21MG/DAY PAT TOP,10.9,,Banner Lassen Medical Center,2019
433,250,PHARMACY HOSPITAL,6785885,NICOTINE 7MG/DAY PAT TOP,10.9,,Banner Lassen Medical Center,2019
