,PROC_CODE,Description,CPT_CODE,INPAT_FEE,OUTPAT_FEE,Hospital,Year
241,272000326,HC CATHETER 168L20 20FR 2WY COUDE FOLEY,272000326,126.95,126.95,Marshall Medical Center,2019
242,272000327,"HC DRESSING 459 QUIKCLOT 4""X 4"" HEMOSTATIC",272000327,297.96,297.96,Marshall Medical Center,2019
243,272000328,HC NEEDLE 131151-30A 24GAX150M SPROT SPINAL,272000328,141.47,141.47,Marshall Medical Center,2019
244,272000329,HC SUTURE SL822 POLYSORB 3-0 27 C-13 UNDYD,272000329,38.7,38.7,Marshall Medical Center,2019
245,272000330,HC SUTURE CL922 POLYSORB 3-0 GS-21,272000330,26.91,26.91,Marshall Medical Center,2019
246,272000331,HC SUTURE VLOCN1126  NO ABSORB 0BL18GS-22,272000331,589.8,589.8,Marshall Medical Center,2019
247,272000332,HC SUTURE SL-691 POLYSORB 4-0 C-13,272000332,39.0,39.0,Marshall Medical Center,2019
248,272000333,HC SLING 79-84003 SMALL ARM W/SHOULDER PAD,272000333,37.08,37.08,Marshall Medical Center,2019
249,272000334,HC SLING 79-84005  MEDIUM ARM W/SHOULDER PD,272000334,37.08,37.08,Marshall Medical Center,2019
250,272000335,HC SLING 79-84007 LRG ARM W/SHOULDER PAD,272000335,37.08,37.08,Marshall Medical Center,2019
251,272000336,HC SLING 79-84008 X-LRG ARM W/SHOULDER PAD,272000336,37.13,37.13,Marshall Medical Center,2019
252,272000337,HC IMMOBILIZER  79-84165 MED SHOULDER,272000337,86.84,86.84,Marshall Medical Center,2019
253,272000338,HC IMMOBILIZER 79-84167 LARGE SHOULDER,272000338,80.45,80.45,Marshall Medical Center,2019
254,272000339,"HC IMMOBILIZER 79-80020 20"" UNIVERSAL KNEE",272000339,200.88,200.88,Marshall Medical Center,2019
255,272000340,"HC IMMOBILIZER 79-80030 24"" UNIVERSAL KNEE",272000340,214.14,214.14,Marshall Medical Center,2019
256,272000341,HC EZ-IO VASCULAR ACCESS 25 ML 9001-VC-005,272000341,1956.71,1956.71,Marshall Medical Center,2019
257,272000342,HC WIRE D97-120-F5 5FR ANTICUB PACING,272000342,850.14,850.14,Marshall Medical Center,2019
258,272000343,HC WIRE D97-130-F5 5FR FEMORAL PACING,272000343,865.03,865.03,Marshall Medical Center,2019
259,272000344,HC DRAIN 2562-000-10 MINI HEMOVAC,272000344,2442.83,2442.83,Marshall Medical Center,2019
260,272000345,HC SUTURE SN5698G MONOSF 5-0 P-13 BLK,272000345,51.25,51.25,Marshall Medical Center,2019
261,272000346,HC DRESSING NETBND09 #9 LRG CHEST/BACK,272000346,239.9,239.9,Marshall Medical Center,2019
262,272000347,HC EZ-IO 9018 15ML PEDIATRIC VASCU ACCESS,272000347,9268.63,9268.63,Marshall Medical Center,2019
263,272000348,HC EZ-IO 9079 45ML BARIATRIC VASCU ACCESS,272000348,9268.63,9268.63,Marshall Medical Center,2019
264,272000349,HC KIT 20 GA NEEDLE GUIDE,272000349,169.76,169.76,Marshall Medical Center,2019
265,272000350,HC SET 6599 LARGE BORE Y IRRIGATION LATEX F,272000350,146.57,146.57,Marshall Medical Center,2019
266,272000351,HC NEEDLE 405071 20 X 2 1/2 SPINAL,272000351,28.73,28.73,Marshall Medical Center,2019
267,272000352,HC NEEDLE 405161 22 X 1 1/2 SPINAL,272000352,19.65,19.65,Marshall Medical Center,2019
268,272000353,HC DRESSING 1622W 1 3/4 TEGADERM,272000353,16.72,16.72,Marshall Medical Center,2019
269,272000354,"HC TUBE 4721088 10 FR X 43"" ENTRIFLEX NASO",272000354,160.61,160.61,Marshall Medical Center,2019
270,272000355,"HC TUBE IF505 5 FR X 15"" INFANT FEEDING",272000355,24.87,24.87,Marshall Medical Center,2019
271,272000356,"HC TUBE 155723 8 FR 42"" FEEDING",272000356,16.72,16.72,Marshall Medical Center,2019
272,272000357,"HC TUBE IF808 8 FR X 15"" INFANT FEEDING",272000357,35.62,35.62,Marshall Medical Center,2019
273,272000358,"HC SURGICEL NU-KNIT 3""X4""",272000358,1267.15,1267.15,Marshall Medical Center,2019
274,272000359,HC SUTURE BIOSYN 5-0 P-13,272000359,64.09,64.09,Marshall Medical Center,2019
275,272000360,"HC SUTURE MONOSOF 4-0 BLACK 18"" P-13",272000360,55.77,55.77,Marshall Medical Center,2019
276,272000361,HC SUTURE POLYSORB 4-0 P-13,272000361,53.05,53.05,Marshall Medical Center,2019
277,272000362,"HC SUTURE MONOSOF 4-0 18"" BLK C-13",272000362,23.89,23.89,Marshall Medical Center,2019
278,272000363,HC SUTURE MONOSOF 5-0 C-13 BLK,272000363,24.94,24.94,Marshall Medical Center,2019
279,272000364,HC SUTURE MONOSOF 3-0 C-14,272000364,23.89,23.89,Marshall Medical Center,2019
280,272000365,HC SUTURE SOFSILK 3-0 C-14 BLK,272000365,21.62,21.62,Marshall Medical Center,2019
281,272000366,"HC SUTURE SOFSILK 5-0 C-13 18"" BLK",272000366,22.07,22.07,Marshall Medical Center,2019
282,272000367,HC SUTURE SOFSILK 2-0 C-15,272000367,21.62,21.62,Marshall Medical Center,2019
283,272000368,HC SUTURE 4-0 SURGIPRO P-12 BLUE,272000368,74.07,74.07,Marshall Medical Center,2019
284,272000369,"HC SUTURE 6/0 SURGIPRO 2 18""  P-13",272000369,76.49,76.49,Marshall Medical Center,2019
285,272000370,HC SUTURE MONOSOF 6-0 P-13 BLACK,272000370,52.9,52.9,Marshall Medical Center,2019
286,272000371,HC SUTURE POLYSORB 5-0 C-13 UNDYED,272000371,39.91,39.91,Marshall Medical Center,2019
287,272000372,HC SUTURE MONOSOF 6-0 P-10,272000372,53.36,53.36,Marshall Medical Center,2019
288,272000373,"HC SUTURE POLYSORB 4-0 P-12 18""",272000373,51.69,51.69,Marshall Medical Center,2019
289,272000374,"HC SUTURE MONOSOF 4-0 18"" BLK C-13",272000374,23.87,23.87,Marshall Medical Center,2019
290,272000375,"HC SUTURE PROLENE 4-0 PS-2 MONO 18""",272000375,241.02,241.02,Marshall Medical Center,2019
291,272000376,"HC SUTURE SURGIPRO 5/0 18"" P-12 BLU",272000376,74.98,74.98,Marshall Medical Center,2019
292,272000377,HC SUTURE POLYSORB 4-0 PC-12,272000377,63.59,63.59,Marshall Medical Center,2019
293,272000378,HC SUTURE POLYSORB 6-0 P-13,272000378,45.34,45.34,Marshall Medical Center,2019
294,272000379,"HC SUTURE MONOSOF 6-0 18"" BLK C-12",272000379,23.72,23.72,Marshall Medical Center,2019
295,272000380,HC SUTURE VICRYL 4-0 UN BRD PS-4C,272000380,177.36,177.36,Marshall Medical Center,2019
296,272000381,HC SUTURE BIOSYN 4-0 P-13,272000381,769.13,769.13,Marshall Medical Center,2019
297,272000383,HC KIT  9.5F DUAL LUMEN REPAIR,272000383,2302.93,2302.93,Marshall Medical Center,2019
298,272000384,HC KIT 50-7280 PLEURX CATHETER ACCESS,272000384,372.28,372.28,Marshall Medical Center,2019
299,272000385,"HC SITE RITE 21 GA NEEDLE GUIDE W/96"" CVR",272000385,223.37,223.37,Marshall Medical Center,2019
300,272000387,HC URESIL THROACIC VENT,272000387,3499.44,3499.44,Marshall Medical Center,2019
301,272000388,HC CATHETER 165816 FOLEY SILICONE 16FR 5CC,272000388,48.4,48.4,Marshall Medical Center,2019
302,272000389,HC SCOTCHCAST 4X4 CASTING TAPE 82004,272000389,49.41,49.41,Marshall Medical Center,2019
303,272000390,HC SCOTCHCAST 3 X 4 WHITE CAST TAPE 82003,272000390,36.4,36.4,Marshall Medical Center,2019
304,272000391,"HC CATHETER - ANGIOCATH 20GA X 2""",272000391,57.18,57.18,Marshall Medical Center,2019
305,272000392,HC MEDIHONEY 31622 HCS NONADHESIVE 2.4'X2.4,272000392,55.25,55.25,Marshall Medical Center,2019
306,272000393,"HC MEDIHONEY31644 HCSNONADHESIVE 4.33""X4.33",272000393,130.85,130.85,Marshall Medical Center,2019
307,272000394,HC DRESSING 295300 4 X 4 MEPILEX BORDER,272000394,44.64,44.64,Marshall Medical Center,2019
308,272000396,HC DRESSING 123 2 X 3 STERILE NON-ADHERENT,272000396,16.72,16.72,Marshall Medical Center,2019
309,272000397,HC DRESSING 7196D 5 X 9 ABDOMINAL,272000397,16.72,16.72,Marshall Medical Center,2019
310,272000398,HC STERILE ADHESIVE SKIN STITCH,272000398,268.04,268.04,Marshall Medical Center,2019
311,272000399,HC CATHETER 14FR TRAY 771114,272000399,37.38,37.38,Marshall Medical Center,2019
312,272000400,HC CATHETER 498-106 20 FR ARTERIAL LINE,272000400,258.33,258.33,Marshall Medical Center,2019
313,272000401,HC DRESSING 58201 1IN #12 TUBEGAUZ,272000401,214.74,214.74,Marshall Medical Center,2019
314,272000402,HC DRESSING 58200 5/8IN #01 TUBEGAUZ,272000402,172.85,172.85,Marshall Medical Center,2019
315,272000403,HC DRESSING NETBND03 #3 MED  HAND ARM LEG,272000403,86.08,86.08,Marshall Medical Center,2019
316,272000404,HC DRESSING NETBND04 #4 LG HAND ARM FOOT,272000404,96.5,96.5,Marshall Medical Center,2019
317,272000405,HC DRESSING NETBND06 #6 LG HEAD SHOULDER,272000405,117.05,117.05,Marshall Medical Center,2019
318,272000406,HC DRESSING NETBND08 #8 MED CHEST BACK,272000406,210.71,210.71,Marshall Medical Center,2019
319,272000407,HC DRESSING NETBND07 #7 SMALL CHEST BACK,272000407,174.97,174.97,Marshall Medical Center,2019
320,272000408,HC 4 X 4 12 PLY C5139  STERILE GAUZE,272000408,25.58,25.58,Marshall Medical Center,2019
321,272000409,HC EPISTAXIS W/RHINO ROCKET 7.5CM,272000409,546.51,546.51,Marshall Medical Center,2019
322,272000410,HC EPISTAXIS W/RHINO ROCKET 5.5CM,272000410,530.13,530.13,Marshall Medical Center,2019
323,272000411,HC EPISTAXIS W/RHINO ROCKET 4.5CM,272000411,530.13,530.13,Marshall Medical Center,2019
324,272000412,HC EPISTAXIS W/RHINO ROCKET 9.0CM,272000412,1061.75,1061.75,Marshall Medical Center,2019
325,272000413,HC BANDAGE 2082 COBAN 2 X 5 STERILE WRAP,272000413,16.72,16.72,Marshall Medical Center,2019
326,272000414,HC COMBO DEFIB/PACING STERILE PAD,272000414,416.96,416.96,Marshall Medical Center,2019
327,272000415,"HC NEEDLE, SPINAL 18X3 1\2",272000415,29.63,29.63,Marshall Medical Center,2019
328,272000416,"HC NEEDLE, SPINAL 20 X 3 1\2",272000416,29.63,29.63,Marshall Medical Center,2019
329,272000417,HC MEPILEX LITE 6X6,272000417,71.66,71.66,Marshall Medical Center,2019
330,272000418,HC MEPILEX LITE BORDER 2X5,272000418,26.56,26.56,Marshall Medical Center,2019
331,272000419,HC STERILE 2X2 8PLY GAUZE,272000419,16.72,16.72,Marshall Medical Center,2019
332,272000420,"HC DRESSING, TEGADERM 2 3/8""",272000420,16.72,16.72,Marshall Medical Center,2019
333,272000421,"HC DRESSING, TELFA 3X4",272000421,16.72,16.72,Marshall Medical Center,2019
334,272000422,HC DRESSING STERILE TELFA 8X3,272000422,16.72,16.72,Marshall Medical Center,2019
335,272000423,"HC DRESSING, XEROFORM 1X8",272000423,16.72,16.72,Marshall Medical Center,2019
336,272000424,"HC DRESSING, XEROFORM 5X9",272000424,16.72,16.72,Marshall Medical Center,2019
337,272000425,"HC DRESSING, VASELINE GAUZE 1/2X72",272000425,20.37,20.37,Marshall Medical Center,2019
338,272000426,HC DRESSING 6 X 36 VASELINE GAUZE 416600,272000426,21.64,21.64,Marshall Medical Center,2019
339,272000427,HC DRESSING 5810 8 X 10 ABD STERILE,272000427,16.72,16.72,Marshall Medical Center,2019
340,272000428,HC DRESSING EYE PAD,272000428,16.72,16.72,Marshall Medical Center,2019
341,272000429,"HC CLOSURES, SKIN STERI STRIP 1/4X4",272000429,16.72,16.72,Marshall Medical Center,2019
342,272000430,"HC CLOSURES SKIN STERI STRIP 1/2""X4",272000430,16.72,16.72,Marshall Medical Center,2019
343,272000431,"HC CLOSURES SKIN STERI STRIP 1/4""X3",272000431,16.72,16.72,Marshall Medical Center,2019
344,272000432,"HC CLOSURES, SKIN STERI STRIP 1/8""X3""",272000432,16.72,16.72,Marshall Medical Center,2019
345,272000433,"HC STRIPS, PK IODF NUGAUZE 2""",272000433,74.01,74.01,Marshall Medical Center,2019
346,272000434,"HC STRIPS, PK PLAIN  1/4""",272000434,41.17,41.17,Marshall Medical Center,2019
347,272000435,"HC STRIPS, PK PLAIN 1""",272000435,46.59,46.59,Marshall Medical Center,2019
348,272000438,HC CATHETER FOLEY SILICONE 18FR 5CC,272000438,48.4,48.4,Marshall Medical Center,2019
349,272000439,HC GELFOAM 100M,272000439,515.66,515.66,Marshall Medical Center,2019
350,272000440,HC LARGE GRANUFOAM DRESSING WOUND VAC,272000440,731.36,731.36,Marshall Medical Center,2019
351,272000441,HC MEDIUM GRANUFOAM DRESSING WOUND VAC,272000441,681.1,681.1,Marshall Medical Center,2019
352,272000442,HC SMALL GRANUFOAM DRESSING WOUND VAC,272000442,480.62,480.62,Marshall Medical Center,2019
353,272000443,HC SURGICEL 2X3,272000443,914.86,914.86,Marshall Medical Center,2019
354,272000444,HC NEEDLE SPINAL PAJUNK P6-1149-22P 22GX6,272000444,133.28,133.28,Marshall Medical Center,2019
355,272000445,HC DRESSING TEGADERM 6X8 (1628),272000445,22.74,22.74,Marshall Medical Center,2019
356,272000446,HC RING HYDROCOLLOID SNAP SECURRING,A6234,74.46,74.46,Marshall Medical Center,2019
357,272000447,HC KIT DRESSING SNAP 15CM X 15CM,A6550,819.02,819.02,Marshall Medical Center,2019
358,272000448,"HC DRESSING 295400 6"" X 6"" MEPILEX BORDER",272000448,75.72,75.72,Marshall Medical Center,2019
359,272000449,HC MAGGOTS DISINFECTED 250-500 PER  VIAL,272000449,1459.2,1459.2,Marshall Medical Center,2019
360,272000450,HC MEPILEX AG FOAM 4X4,272000450,111.92,111.92,Marshall Medical Center,2019
361,272000456,HC TUBE 0046120 12 FR NASOGASTRIC SUMP W/ A,B4082,53.79,53.79,Marshall Medical Center,2019
362,272000457,HC TUBE 0046140 14 FR NASOGASTRIC SUMP W/ A,B4082,53.79,53.79,Marshall Medical Center,2019
363,272000458,HC TUBE 0046160 16 FR NASOGASTRIC SUMP W/AN,B4082,53.79,53.79,Marshall Medical Center,2019
364,272000459,HC TUBE 0046180 18 FR NASOGASTRIC SUMP W/AN,B4082,53.79,53.79,Marshall Medical Center,2019
365,272000460,HC CATHETER FOLEY 8FR 3CC PEDI/FOLEY,C1758,114.34,114.34,Marshall Medical Center,2019
366,272000461,HC CATHETER 3CC 10 FR PEDI/FOLEY,C1758,114.34,114.34,Marshall Medical Center,2019
367,272000462,HC DRESSING 4 X 5 RESTORE PLAIN,272000462,66.84,66.84,Marshall Medical Center,2019
368,272000501,HC DRESSING 1628 6X8 TEGADERM TRANSPARENT,270000501,20.11,20.11,Marshall Medical Center,2019
369,272000502,HC DRESSING 1626W 4X4 3/4 TEGADERM,272000502,16.72,16.72,Marshall Medical Center,2019
370,272000503,HC DRESSING 1624W 2 3/8 X 2 3/4 TEGADERM,272000503,16.72,16.72,Marshall Medical Center,2019
371,272000523,"HC DRESSING MEPILEX SACRUM 6.3"" X 7.9""",272000523,96.85,96.85,Marshall Medical Center,2019
372,272000525,"HC TRNSFR  HYDROFERA BLUE READY 2.5""X2.5",272000525,58.75,58.75,Marshall Medical Center,2019
373,272000526,"HC TRNSFR HYDROFERA BLUE READY 4""X5""",272000526,89.05,89.05,Marshall Medical Center,2019
374,272000527,"HC TRNSFR HYDROFERA BLUE READY 8""X8""",272000527,197.06,197.06,Marshall Medical Center,2019
375,272000528,HC TUBE FEEDING ENFIT 5 FR 40CM,272000528,227.45,227.45,Marshall Medical Center,2019
376,272000529,HC TUBE FEEDING ENFIT 8 FR 40CM,272000529,227.45,227.45,Marshall Medical Center,2019
377,272000532,HC KIT BRIDGE DRESSING SNAP 14X11CM,272000532,1080.0,1080.0,Marshall Medical Center,2019
378,272000533,HC KIT BRIDGE DRESSING W/ INTRFCE 14X11CM,272000533,1306.8,1306.8,Marshall Medical Center,2019
379,272000534,HC CATHETER AIRWAY EXCHANGE 19FR 83CM,272000534,883.8,883.8,Marshall Medical Center,2019
380,272000535,HC ENDOBRONCHIAL BLOCKER SET ARNDT,272000535,2826.3,2826.3,Marshall Medical Center,2019
381,272000536,HC CATHETER THORACIC STD STERILE 36FR,272000536,805.5,805.5,Marshall Medical Center,2019
382,272000537,HC KIT PARACENTE ABDOMINAL X RX VOLUME,272000537,1163.55,1163.55,Marshall Medical Center,2019
383,272000618,SILVASORB GEL .025 OZ WOUND FILLER,272000618,215.27,215.27,Marshall Medical Center,2019
384,274000612,HC BOOT NC79720-1 SML STANDARD WALKER,L4386,649.2,649.2,Marshall Medical Center,2019
385,274000613,HC BOOT NC79720-2 MED STANDARD WALKER,L4386,575.74,575.74,Marshall Medical Center,2019
386,274000614,HC BOOT NC79720-3 LRG STANDARD WALKER,L4386,708.68,708.68,Marshall Medical Center,2019
387,274000615,HC TCC-EZ REGULAR BOOT TCC21100,L4386,1034.64,1034.64,Marshall Medical Center,2019
388,274000616,HC TCC-EZ LARGE BOOT TCC21114,L4386,1232.4,1232.4,Marshall Medical Center,2019
389,274000617,HC TCC-EZ EXTRA LARGE BOOT TCC21124,L4386,1293.3,1293.3,Marshall Medical Center,2019
390,274000618,HC POST OP NATURA 2PC W/ACCUTAP 1  1/2 IN,A5093,59.71,59.71,Marshall Medical Center,2019
391,278000478,HC CATHETER 8700-0657-01 ICY KIT,C1751,11033.9,11033.9,Marshall Medical Center,2019
392,278000479,"HC CATH SHEATH INTRODUCER  5FR, 504-605X",C1894,118.39,118.39,Marshall Medical Center,2019
393,278000480,"HC CATH SHEATH INTRODUCER 7FR, 504-607X",C1894,118.39,118.39,Marshall Medical Center,2019
394,278000481,HC INTRODUCER/SHEATH 4.5FR CK000589,C1894,392.92,392.92,Marshall Medical Center,2019
395,278000482,HC INTRODUCER/SHEATH 5FR CK000590,C1894,418.0,418.0,Marshall Medical Center,2019
396,278000483,HC INTRODUCER/SHEATH 5 FR CK000591,C1894,459.8,459.8,Marshall Medical Center,2019
397,278000484,HC CATH  FOLEY 14FR W/URINE METER/ BAG,278000484,113.6,113.6,Marshall Medical Center,2019
398,278000485,HC CATH SHEATH INTRODUCER 8.5 FR I550B485,C1894,640.32,640.32,Marshall Medical Center,2019
399,278000486,HC KIT ICY CATH START UP CG500,278000486,2707.68,2707.68,Marshall Medical Center,2019
400,278000487,HC TUBE 8CFN #8 TRACH UNCUFF,A7520,734.44,734.44,Marshall Medical Center,2019
401,278000488,HC TUBE 6CFS TRACH CUFFLESS,A7520,693.79,693.79,Marshall Medical Center,2019
402,278000489,HC TRAY P4154108D MIDLINE 4FR SINGLE LM MAX,C1751,1980.54,1980.54,Marshall Medical Center,2019
403,278000490,HC TRAY 9617405 4 FR SINGLE LUMEN BASIC,C1751,1786.95,1786.95,Marshall Medical Center,2019
404,278000491,HC CATHETER 20/22 TWIN LUMEN PERI,C1751,121.11,121.11,Marshall Medical Center,2019
405,278000492,HC 5FR DUALLUMEN 3CG PWR PICCSOLO 1295108FD,C1751,3483.07,3483.07,Marshall Medical Center,2019
406,278000493,HC CATH  7741800 8FR SINGLE LUMEN GROSHONG,C1751,2546.4,2546.4,Marshall Medical Center,2019
407,278000494,HC CATH 834HF75 SWAN GANZ 7.5,C1751,582.85,582.85,Marshall Medical Center,2019
408,278000495,HC GROSHONG CATH - SINGLE LUMEN 8FR,C1751,4641.11,4641.11,Marshall Medical Center,2019
409,278000498,HC SURESTEP 16 FR URINE METER FOLEY,C1758,318.12,318.12,Marshall Medical Center,2019
410,278000499,HC CATH SHEATH INTRDCR(C0RDIS)6FR 504-606X,C1894,118.39,118.39,Marshall Medical Center,2019
411,278000500,HC INTRDCER SET MICROPUNCTURE 4FR21GA,C1894,551.72,551.72,Marshall Medical Center,2019
412,278000502,"HC CATH SHEATH INTRODUCER  4FR, 504-604X",C1894,118.39,118.39,Marshall Medical Center,2019
413,278000503,HC TUBE 4LPC #4 TRACH LOW PRESSURE CUFFED,A7521,922.07,922.07,Marshall Medical Center,2019
414,278000504,HC TUBE 6LPC #6 TRACH LOW PRESSURE CUFF,A7521,922.07,922.07,Marshall Medical Center,2019
415,278000505,HC TUBE 8LPC #8 TRACH LOW PRESSURE CUFF,A7521,922.07,922.07,Marshall Medical Center,2019
416,278000506,HC TUBE 8 DCFN #8 TRACH FENESTRATED,A7521,733.1,733.1,Marshall Medical Center,2019
417,278000507,HC TUBE 6FEN #6  TRACH FENESTRATED,A7521,912.24,912.24,Marshall Medical Center,2019
418,278000508,HC TUBE 20 FR REPL G-TUBE STRAT,B4087,406.54,406.54,Marshall Medical Center,2019
419,278000509,HC TUBE M00582090 24 FR REPL G-TUBE STRAT,B4087,406.54,406.54,Marshall Medical Center,2019
420,278000510,HC TUBE 14FR REP G-TUBE STRAT,B4087,406.54,406.54,Marshall Medical Center,2019
421,278000511,HC TUBE 16FR REP G-TUBE STRAT,B4087,406.54,406.54,Marshall Medical Center,2019
422,278000512,HC TUBE 18 FR REPL G-TUBE STRAT,B4087,406.54,406.54,Marshall Medical Center,2019
423,278000513,HC TUBE 0110-20 GASTROSTOMY 20FR,B4087,640.18,640.18,Marshall Medical Center,2019
424,278000514,HC CATHETER CHEST 20FR,C1729,146.68,146.68,Marshall Medical Center,2019
425,278000518,HC CATHETER 12FR CHEST TUBE,C1729,220.95,220.95,Marshall Medical Center,2019
426,278000515,HC CATHETER CHEST 28FR,C1729,146.68,146.68,Marshall Medical Center,2019
427,278000516,HC CATHTER CHEST 32FR RT ANGLE,C1729,184.8,184.8,Marshall Medical Center,2019
428,278000517,HC CHEST TUBE 40FR,C1729,133.92,133.92,Marshall Medical Center,2019
429,278000519,HC CHEST TUBE 16FR,C1729,80.59,80.59,Marshall Medical Center,2019
430,278000520,HC CATH 14FR CLEAR STRT VINYL LTX FREE,C1729,16.72,16.72,Marshall Medical Center,2019
431,278000521,HC CATH 16FR CLEAR STRT VINYL LTX FREE,C1729,16.72,16.72,Marshall Medical Center,2019
432,278000522,HC CATHETER CHEST TUBE STERILE 20FR,C1729,80.48,80.48,Marshall Medical Center,2019
433,278000523,HC CATHETER 18FR CLEAR STRT LATEX FREE,C1729,16.72,16.72,Marshall Medical Center,2019
434,278000526,HC GUIDEWIRE G00529 FIXED CORE J CURV 80CM,C1769,220.69,220.69,Marshall Medical Center,2019
435,278000529,HC SHEATH 54-64501 PERIPH GUIDE 45CM 6FR,C1887,1280.65,1280.65,Marshall Medical Center,2019
436,278000531,HC STENT 22-140 NEPHTOUTETERAL 10FX22CM,C2617,2323.04,2323.04,Marshall Medical Center,2019
437,278000533,"HC RADIAL CATH SET RA04020 20GA X 1-3/4""",278000533,188.0,188.0,Marshall Medical Center,2019
438,278000534,"HC CATHETER THORACIC 14032 32 FR X 20"" SILC",278000534,146.68,146.68,Marshall Medical Center,2019
439,278000535,"HC CATHETER THORACIC 14036 36 FR X 20"" SILC",278000535,146.68,146.68,Marshall Medical Center,2019
440,278000536,HC 008566A TRANSVENOUS PACE ELECTRODE 5F,278000536,2018.27,2018.27,Marshall Medical Center,2019
441,278000537,HC LINE 50-7245 PLEURX LOCKABLE DRAINAGE,278000537,238.26,238.26,Marshall Medical Center,2019
442,278000538,HC SET C-TPT-100 PNEUMOTHORAX,278000538,2571.87,2571.87,Marshall Medical Center,2019
443,278000539,HC QUICK TRACH 120900040 CIRCOTHYROTOMY,278000539,3631.23,3631.23,Marshall Medical Center,2019
444,278000540,HC 4FR SOLO PICC SINGLE LUMEN CK000589 SYST,C1751,3535.24,3535.24,Marshall Medical Center,2019
445,278000541,HC 5FR SOLO PICC DOUBLE LUMEN CK000590 SYST,C1751,3759.91,3759.91,Marshall Medical Center,2019
